monthofyear,dayofmonth,weekday,Date,Hour,load,prevload
12,03,5,03/12/2010,11,3757.0,3599.0
12,03,5,03/12/2010,12,3725.0,3579.0
12,03,5,03/12/2010,13,3677.0,3546.0
12,03,5,03/12/2010,14,3668.0,3534.0
12,03,5,03/12/2010,15,3645.0,3513.0
12,03,5,03/12/2010,16,3676.0,3554.0
12,03,5,03/12/2010,17,3967.0,3885.0
12,03,5,03/12/2010,18,4090.0,4117.0
12,03,5,03/12/2010,19,4009.0,4112.0
12,03,5,03/12/2010,20,3887.0,4015.0
12,03,5,03/12/2010,21,3742.0,3855.0
12,03,5,03/12/2010,22,3526.0,3566.0
12,03,5,03/12/2010,23,3242.0,3202.0
12,03,5,03/12/2010,24,2953.0,2900.0
12,04,6,04/12/2010,1,2761.0,2727.0
12,04,6,04/12/2010,2,2650.0,2645.0
12,04,6,04/12/2010,3,2586.0,2601.0
12,04,6,04/12/2010,4,2569.0,2626.0
12,04,6,04/12/2010,5,2608.0,2720.0
12,04,6,04/12/2010,6,2713.0,2999.0
12,04,6,04/12/2010,7,2936.0,3505.0
12,04,6,04/12/2010,8,3185.0,3735.0
12,04,6,04/12/2010,9,3396.0,3754.0
12,04,6,04/12/2010,10,3506.0,3759.0
12,04,6,04/12/2010,11,3526.0,3757.0
12,04,6,04/12/2010,12,3505.0,3725.0
12,04,6,04/12/2010,13,3470.0,3677.0
12,04,6,04/12/2010,14,3445.0,3668.0
12,04,6,04/12/2010,15,3424.0,3645.0
12,04,6,04/12/2010,16,3467.0,3676.0
12,04,6,04/12/2010,17,3801.0,3967.0
12,04,6,04/12/2010,18,3983.0,4090.0
12,04,6,04/12/2010,19,3915.0,4009.0
12,04,6,04/12/2010,20,3787.0,3887.0
12,04,6,04/12/2010,21,3639.0,3742.0
12,04,6,04/12/2010,22,3444.0,3526.0
12,04,6,04/12/2010,23,3192.0,3242.0
12,04,6,04/12/2010,24,2944.0,2953.0
12,05,7,05/12/2010,1,2764.0,2761.0
12,05,7,05/12/2010,2,2653.0,2650.0
12,05,7,05/12/2010,3,2593.0,2586.0
12,05,7,05/12/2010,4,2578.0,2569.0
12,05,7,05/12/2010,5,2611.0,2608.0
12,05,7,05/12/2010,6,2693.0,2713.0
12,05,7,05/12/2010,7,2854.0,2936.0
12,05,7,05/12/2010,8,3065.0,3185.0
12,05,7,05/12/2010,9,3338.0,3396.0
12,05,7,05/12/2010,10,3504.0,3506.0
12,05,7,05/12/2010,11,3576.0,3526.0
12,05,7,05/12/2010,12,3593.0,3505.0
12,05,7,05/12/2010,13,3596.0,3470.0
12,05,7,05/12/2010,14,3572.0,3445.0
12,05,7,05/12/2010,15,3561.0,3424.0
12,05,7,05/12/2010,16,3641.0,3467.0
12,05,7,05/12/2010,17,4008.0,3801.0
12,05,7,05/12/2010,18,4213.0,3983.0
12,05,7,05/12/2010,19,4152.0,3915.0
12,05,7,05/12/2010,20,4023.0,3787.0
12,05,7,05/12/2010,21,3834.0,3639.0
12,05,7,05/12/2010,22,3543.0,3444.0
12,05,7,05/12/2010,23,3199.0,3192.0
12,05,7,05/12/2010,24,2952.0,2944.0
12,06,1,06/12/2010,1,2796.0,2764.0
12,06,1,06/12/2010,2,2711.0,2653.0
12,06,1,06/12/2010,3,2703.0,2593.0
12,06,1,06/12/2010,4,2719.0,2578.0
12,06,1,06/12/2010,5,2824.0,2611.0
12,06,1,06/12/2010,6,3136.0,2693.0
12,06,1,06/12/2010,7,3641.0,2854.0
12,06,1,06/12/2010,8,3872.0,3065.0
12,06,1,06/12/2010,9,3919.0,3338.0
12,06,1,06/12/2010,10,3960.0,3504.0
12,06,1,06/12/2010,11,3994.0,3576.0
12,06,1,06/12/2010,12,3997.0,3593.0
12,06,1,06/12/2010,13,3974.0,3596.0
12,06,1,06/12/2010,14,3971.0,3572.0
12,06,1,06/12/2010,15,3964.0,3561.0
12,06,1,06/12/2010,16,4025.0,3641.0
12,06,1,06/12/2010,17,4373.0,4008.0
12,06,1,06/12/2010,18,4566.0,4213.0
12,06,1,06/12/2010,19,4515.0,4152.0
12,06,1,06/12/2010,20,4387.0,4023.0
12,06,1,06/12/2010,21,4181.0,3834.0
12,06,1,06/12/2010,22,3855.0,3543.0
12,06,1,06/12/2010,23,3501.0,3199.0
12,06,1,06/12/2010,24,3176.0,2952.0
12,07,2,07/12/2010,1,2952.0,2796.0
12,07,2,07/12/2010,2,2844.0,2711.0
12,07,2,07/12/2010,3,2808.0,2703.0
12,07,2,07/12/2010,4,2792.0,2719.0
12,07,2,07/12/2010,5,2870.0,2824.0
12,07,2,07/12/2010,6,3182.0,3136.0
12,07,2,07/12/2010,7,3696.0,3641.0
12,07,2,07/12/2010,8,3913.0,3872.0
12,07,2,07/12/2010,9,3895.0,3919.0
12,07,2,07/12/2010,10,3908.0,3960.0
12,07,2,07/12/2010,11,3917.0,3994.0
12,07,2,07/12/2010,12,3907.0,3997.0
12,07,2,07/12/2010,13,3859.0,3974.0
12,07,2,07/12/2010,14,3849.0,3971.0
12,07,2,07/12/2010,15,3831.0,3964.0
12,07,2,07/12/2010,16,3875.0,4025.0
12,07,2,07/12/2010,17,4232.0,4373.0
12,07,2,07/12/2010,18,4453.0,4566.0
12,07,2,07/12/2010,19,4430.0,4515.0
12,07,2,07/12/2010,20,4315.0,4387.0
12,07,2,07/12/2010,21,4124.0,4181.0
12,07,2,07/12/2010,22,3819.0,3855.0
12,07,2,07/12/2010,23,3456.0,3501.0
12,07,2,07/12/2010,24,3163.0,3176.0
12,08,3,08/12/2010,1,2971.0,2952.0
12,08,3,08/12/2010,2,2879.0,2844.0
12,08,3,08/12/2010,3,2835.0,2808.0
12,08,3,08/12/2010,4,2819.0,2792.0
12,08,3,08/12/2010,5,2915.0,2870.0
12,08,3,08/12/2010,6,3210.0,3182.0
12,08,3,08/12/2010,7,3728.0,3696.0
12,08,3,08/12/2010,8,3946.0,3913.0
12,08,3,08/12/2010,9,3948.0,3895.0
12,08,3,08/12/2010,10,3952.0,3908.0
12,08,3,08/12/2010,11,3954.0,3917.0
12,08,3,08/12/2010,12,3937.0,3907.0
12,08,3,08/12/2010,13,3890.0,3859.0
12,08,3,08/12/2010,14,3872.0,3849.0
12,08,3,08/12/2010,15,3834.0,3831.0
12,08,3,08/12/2010,16,3892.0,3875.0
12,08,3,08/12/2010,17,4256.0,4232.0
12,08,3,08/12/2010,18,4476.0,4453.0
12,08,3,08/12/2010,19,4467.0,4430.0
12,08,3,08/12/2010,20,4355.0,4315.0
12,08,3,08/12/2010,21,4178.0,4124.0
12,08,3,08/12/2010,22,3897.0,3819.0
12,08,3,08/12/2010,23,3529.0,3456.0
12,08,3,08/12/2010,24,3241.0,3163.0
12,09,4,09/12/2010,1,3054.0,2971.0
12,09,4,09/12/2010,2,2944.0,2879.0
12,09,4,09/12/2010,3,2890.0,2835.0
12,09,4,09/12/2010,4,2898.0,2819.0
12,09,4,09/12/2010,5,3006.0,2915.0
12,09,4,09/12/2010,6,3309.0,3210.0
12,09,4,09/12/2010,7,3832.0,3728.0
12,09,4,09/12/2010,8,4057.0,3946.0
12,09,4,09/12/2010,9,4044.0,3948.0
12,09,4,09/12/2010,10,4042.0,3952.0
12,09,4,09/12/2010,11,4033.0,3954.0
12,09,4,09/12/2010,12,4000.0,3937.0
12,09,4,09/12/2010,13,3957.0,3890.0
12,09,4,09/12/2010,14,3939.0,3872.0
12,09,4,09/12/2010,15,3901.0,3834.0
12,09,4,09/12/2010,16,3938.0,3892.0
12,09,4,09/12/2010,17,4290.0,4256.0
12,09,4,09/12/2010,18,4519.0,4476.0
12,09,4,09/12/2010,19,4499.0,4467.0
12,09,4,09/12/2010,20,4412.0,4355.0
12,09,4,09/12/2010,21,4260.0,4178.0
12,09,4,09/12/2010,22,3973.0,3897.0
12,09,4,09/12/2010,23,3614.0,3529.0
12,09,4,09/12/2010,24,3308.0,3241.0
12,10,5,10/12/2010,1,3128.0,3054.0
12,10,5,10/12/2010,2,3049.0,2944.0
12,10,5,10/12/2010,3,3023.0,2890.0
12,10,5,10/12/2010,4,3023.0,2898.0
12,10,5,10/12/2010,5,3121.0,3006.0
12,10,5,10/12/2010,6,3405.0,3309.0
12,10,5,10/12/2010,7,3929.0,3832.0
12,10,5,10/12/2010,8,4135.0,4057.0
12,10,5,10/12/2010,9,4131.0,4044.0
12,10,5,10/12/2010,10,4119.0,4042.0
12,10,5,10/12/2010,11,4101.0,4033.0
12,10,5,10/12/2010,12,4085.0,4000.0
12,10,5,10/12/2010,13,4030.0,3957.0
12,10,5,10/12/2010,14,3994.0,3939.0
12,10,5,10/12/2010,15,3957.0,3901.0
12,10,5,10/12/2010,16,3997.0,3938.0
12,10,5,10/12/2010,17,4291.0,4290.0
12,10,5,10/12/2010,18,4420.0,4519.0
12,10,5,10/12/2010,19,4337.0,4499.0
12,10,5,10/12/2010,20,4201.0,4412.0
12,10,5,10/12/2010,21,4058.0,4260.0
12,10,5,10/12/2010,22,3810.0,3973.0
12,10,5,10/12/2010,23,3503.0,3614.0
12,10,5,10/12/2010,24,3210.0,3308.0
12,11,6,11/12/2010,1,2983.0,3128.0
12,11,6,11/12/2010,2,2860.0,3049.0
12,11,6,11/12/2010,3,2793.0,3023.0
12,11,6,11/12/2010,4,2763.0,3023.0
12,11,6,11/12/2010,5,2796.0,3121.0
12,11,6,11/12/2010,6,2909.0,3405.0
12,11,6,11/12/2010,7,3132.0,3929.0
12,11,6,11/12/2010,8,3368.0,4135.0
12,11,6,11/12/2010,9,3587.0,4131.0
12,11,6,11/12/2010,10,3684.0,4119.0
12,11,6,11/12/2010,11,3667.0,4101.0
12,11,6,11/12/2010,12,3613.0,4085.0
12,11,6,11/12/2010,13,3524.0,4030.0
12,11,6,11/12/2010,14,3462.0,3994.0
12,11,6,11/12/2010,15,3419.0,3957.0
12,11,6,11/12/2010,16,3473.0,3997.0
12,11,6,11/12/2010,17,3828.0,4291.0
12,11,6,11/12/2010,18,4003.0,4420.0
12,11,6,11/12/2010,19,3915.0,4337.0
12,11,6,11/12/2010,20,3785.0,4201.0
12,11,6,11/12/2010,21,3654.0,4058.0
12,11,6,11/12/2010,22,3463.0,3810.0
12,11,6,11/12/2010,23,3197.0,3503.0
12,11,6,11/12/2010,24,2940.0,3210.0
12,12,7,12/12/2010,1,2761.0,2983.0
12,12,7,12/12/2010,2,2647.0,2860.0
12,12,7,12/12/2010,3,2592.0,2793.0
12,12,7,12/12/2010,4,2562.0,2763.0
12,12,7,12/12/2010,5,2607.0,2796.0
12,12,7,12/12/2010,6,2671.0,2909.0
12,12,7,12/12/2010,7,2823.0,3132.0
12,12,7,12/12/2010,8,3056.0,3368.0
12,12,7,12/12/2010,9,3325.0,3587.0
12,12,7,12/12/2010,10,3533.0,3684.0
12,12,7,12/12/2010,11,3665.0,3667.0
12,12,7,12/12/2010,12,3723.0,3613.0
12,12,7,12/12/2010,13,3747.0,3524.0
12,12,7,12/12/2010,14,3713.0,3462.0
12,12,7,12/12/2010,15,3694.0,3419.0
12,12,7,12/12/2010,16,3753.0,3473.0
12,12,7,12/12/2010,17,4005.0,3828.0
12,12,7,12/12/2010,18,4094.0,4003.0
12,12,7,12/12/2010,19,3999.0,3915.0
12,12,7,12/12/2010,20,3842.0,3785.0
12,12,7,12/12/2010,21,3634.0,3654.0
12,12,7,12/12/2010,22,3331.0,3463.0
12,12,7,12/12/2010,23,2972.0,3197.0
12,12,7,12/12/2010,24,2701.0,2940.0
12,13,1,13/12/2010,1,2511.0,2761.0
12,13,1,13/12/2010,2,2418.0,2647.0
12,13,1,13/12/2010,3,2380.0,2592.0
12,13,1,13/12/2010,4,2383.0,2562.0
12,13,1,13/12/2010,5,2473.0,2607.0
12,13,1,13/12/2010,6,2761.0,2671.0
12,13,1,13/12/2010,7,3262.0,2823.0
12,13,1,13/12/2010,8,3581.0,3056.0
12,13,1,13/12/2010,9,3619.0,3325.0
12,13,1,13/12/2010,10,3671.0,3533.0
12,13,1,13/12/2010,11,3723.0,3665.0
12,13,1,13/12/2010,12,3731.0,3723.0
12,13,1,13/12/2010,13,3721.0,3747.0
12,13,1,13/12/2010,14,3726.0,3713.0
12,13,1,13/12/2010,15,3719.0,3694.0
12,13,1,13/12/2010,16,3797.0,3753.0
12,13,1,13/12/2010,17,4062.0,4005.0
12,13,1,13/12/2010,18,4230.0,4094.0
12,13,1,13/12/2010,19,4198.0,3999.0
12,13,1,13/12/2010,20,4097.0,3842.0
12,13,1,13/12/2010,21,3906.0,3634.0
12,13,1,13/12/2010,22,3590.0,3331.0
12,13,1,13/12/2010,23,3229.0,2972.0
12,13,1,13/12/2010,24,2944.0,2701.0
12,14,2,14/12/2010,1,2742.0,2511.0
12,14,2,14/12/2010,2,2660.0,2418.0
12,14,2,14/12/2010,3,2634.0,2380.0
12,14,2,14/12/2010,4,2651.0,2383.0
12,14,2,14/12/2010,5,2745.0,2473.0
12,14,2,14/12/2010,6,3061.0,2761.0
12,14,2,14/12/2010,7,3584.0,3262.0
12,14,2,14/12/2010,8,3820.0,3581.0
12,14,2,14/12/2010,9,3837.0,3619.0
12,14,2,14/12/2010,10,3856.0,3671.0
12,14,2,14/12/2010,11,3865.0,3723.0
12,14,2,14/12/2010,12,3851.0,3731.0
12,14,2,14/12/2010,13,3813.0,3721.0
12,14,2,14/12/2010,14,3812.0,3726.0
12,14,2,14/12/2010,15,3816.0,3719.0
12,14,2,14/12/2010,16,3891.0,3797.0
12,14,2,14/12/2010,17,4252.0,4062.0
12,14,2,14/12/2010,18,4486.0,4230.0
12,14,2,14/12/2010,19,4458.0,4198.0
12,14,2,14/12/2010,20,4357.0,4097.0
12,14,2,14/12/2010,21,4198.0,3906.0
12,14,2,14/12/2010,22,3931.0,3590.0
12,14,2,14/12/2010,23,3544.0,3229.0
12,14,2,14/12/2010,24,3228.0,2944.0
12,15,3,15/12/2010,1,3023.0,2742.0
12,15,3,15/12/2010,2,2934.0,2660.0
12,15,3,15/12/2010,3,2895.0,2634.0
12,15,3,15/12/2010,4,2911.0,2651.0
12,15,3,15/12/2010,5,3008.0,2745.0
12,15,3,15/12/2010,6,3300.0,3061.0
12,15,3,15/12/2010,7,3822.0,3584.0
12,15,3,15/12/2010,8,4040.0,3820.0
12,15,3,15/12/2010,9,4039.0,3837.0
12,15,3,15/12/2010,10,4007.0,3856.0
12,15,3,15/12/2010,11,4009.0,3865.0
12,15,3,15/12/2010,12,4039.0,3851.0
12,15,3,15/12/2010,13,4032.0,3813.0
12,15,3,15/12/2010,14,4030.0,3812.0
12,15,3,15/12/2010,15,4006.0,3816.0
12,15,3,15/12/2010,16,4056.0,3891.0
12,15,3,15/12/2010,17,4391.0,4252.0
12,15,3,15/12/2010,18,4597.0,4486.0
12,15,3,15/12/2010,19,4549.0,4458.0
12,15,3,15/12/2010,20,4467.0,4357.0
12,15,3,15/12/2010,21,4302.0,4198.0
12,15,3,15/12/2010,22,4028.0,3931.0
12,15,3,15/12/2010,23,3632.0,3544.0
12,15,3,15/12/2010,24,3305.0,3228.0
12,16,4,16/12/2010,1,3099.0,3023.0
12,16,4,16/12/2010,2,3003.0,2934.0
12,16,4,16/12/2010,3,2966.0,2895.0
12,16,4,16/12/2010,4,2967.0,2911.0
12,16,4,16/12/2010,5,3055.0,3008.0
12,16,4,16/12/2010,6,3363.0,3300.0
12,16,4,16/12/2010,7,3895.0,3822.0
12,16,4,16/12/2010,8,4127.0,4040.0
12,16,4,16/12/2010,9,4106.0,4039.0
12,16,4,16/12/2010,10,4082.0,4007.0
12,16,4,16/12/2010,11,4044.0,4009.0
12,16,4,16/12/2010,12,4011.0,4039.0
12,16,4,16/12/2010,13,3961.0,4032.0
12,16,4,16/12/2010,14,3942.0,4030.0
12,16,4,16/12/2010,15,3921.0,4006.0
12,16,4,16/12/2010,16,3966.0,4056.0
12,16,4,16/12/2010,17,4296.0,4391.0
12,16,4,16/12/2010,18,4510.0,4597.0
12,16,4,16/12/2010,19,4506.0,4549.0
12,16,4,16/12/2010,20,4418.0,4467.0
12,16,4,16/12/2010,21,4253.0,4302.0
12,16,4,16/12/2010,22,3994.0,4028.0
12,16,4,16/12/2010,23,3614.0,3632.0
12,16,4,16/12/2010,24,3302.0,3305.0
12,17,5,17/12/2010,1,3096.0,3099.0
12,17,5,17/12/2010,2,3001.0,3003.0
12,17,5,17/12/2010,3,2952.0,2966.0
12,17,5,17/12/2010,4,2963.0,2967.0
12,17,5,17/12/2010,5,3049.0,3055.0
12,17,5,17/12/2010,6,3349.0,3363.0
12,17,5,17/12/2010,7,3859.0,3895.0
12,17,5,17/12/2010,8,4086.0,4127.0
12,17,5,17/12/2010,9,4069.0,4106.0
12,17,5,17/12/2010,10,4061.0,4082.0
12,17,5,17/12/2010,11,4025.0,4044.0
12,17,5,17/12/2010,12,3973.0,4011.0
12,17,5,17/12/2010,13,3931.0,3961.0
12,17,5,17/12/2010,14,3878.0,3942.0
12,17,5,17/12/2010,15,3832.0,3921.0
12,17,5,17/12/2010,16,3879.0,3966.0
12,17,5,17/12/2010,17,4222.0,4296.0
12,17,5,17/12/2010,18,4408.0,4510.0
12,17,5,17/12/2010,19,4351.0,4506.0
12,17,5,17/12/2010,20,4206.0,4418.0
12,17,5,17/12/2010,21,4101.0,4253.0
12,17,5,17/12/2010,22,3945.0,3994.0
12,17,5,17/12/2010,23,3658.0,3614.0
12,17,5,17/12/2010,24,3346.0,3302.0
12,18,6,18/12/2010,1,3119.0,3096.0
12,18,6,18/12/2010,2,3003.0,3001.0
12,18,6,18/12/2010,3,2951.0,2952.0
12,18,6,18/12/2010,4,2942.0,2963.0
12,18,6,18/12/2010,5,2993.0,3049.0
12,18,6,18/12/2010,6,3113.0,3349.0
12,18,6,18/12/2010,7,3359.0,3859.0
12,18,6,18/12/2010,8,3605.0,4086.0
12,18,6,18/12/2010,9,3816.0,4069.0
12,18,6,18/12/2010,10,3903.0,4061.0
12,18,6,18/12/2010,11,3872.0,4025.0
12,18,6,18/12/2010,12,3794.0,3973.0
12,18,6,18/12/2010,13,3692.0,3931.0
12,18,6,18/12/2010,14,3599.0,3878.0
12,18,6,18/12/2010,15,3550.0,3832.0
12,18,6,18/12/2010,16,3592.0,3879.0
12,18,6,18/12/2010,17,3944.0,4222.0
12,18,6,18/12/2010,18,4136.0,4408.0
12,18,6,18/12/2010,19,4062.0,4351.0
12,18,6,18/12/2010,20,3955.0,4206.0
12,18,6,18/12/2010,21,3832.0,4101.0
12,18,6,18/12/2010,22,3661.0,3945.0
12,18,6,18/12/2010,23,3399.0,3658.0
12,18,6,18/12/2010,24,3143.0,3346.0
12,19,7,19/12/2010,1,2920.0,3119.0
12,19,7,19/12/2010,2,2806.0,3003.0
12,19,7,19/12/2010,3,2761.0,2951.0
12,19,7,19/12/2010,4,2746.0,2942.0
12,19,7,19/12/2010,5,2776.0,2993.0
12,19,7,19/12/2010,6,2885.0,3113.0
12,19,7,19/12/2010,7,3075.0,3359.0
12,19,7,19/12/2010,8,3321.0,3605.0
12,19,7,19/12/2010,9,3563.0,3816.0
12,19,7,19/12/2010,10,3695.0,3903.0
12,19,7,19/12/2010,11,3706.0,3872.0
12,19,7,19/12/2010,12,3684.0,3794.0
12,19,7,19/12/2010,13,3653.0,3692.0
12,19,7,19/12/2010,14,3625.0,3599.0
12,19,7,19/12/2010,15,3598.0,3550.0
12,19,7,19/12/2010,16,3657.0,3592.0
12,19,7,19/12/2010,17,4039.0,3944.0
12,19,7,19/12/2010,18,4270.0,4136.0
12,19,7,19/12/2010,19,4230.0,4062.0
12,19,7,19/12/2010,20,4126.0,3955.0
12,19,7,19/12/2010,21,3971.0,3832.0
12,19,7,19/12/2010,22,3723.0,3661.0
12,19,7,19/12/2010,23,3424.0,3399.0
12,19,7,19/12/2010,24,3135.0,3143.0
12,20,1,20/12/2010,1,2909.0,2920.0
12,20,1,20/12/2010,2,2827.0,2806.0
12,20,1,20/12/2010,3,2788.0,2761.0
12,20,1,20/12/2010,4,2816.0,2746.0
12,20,1,20/12/2010,5,2909.0,2776.0
12,20,1,20/12/2010,6,3208.0,2885.0
12,20,1,20/12/2010,7,3726.0,3075.0
12,20,1,20/12/2010,8,3999.0,3321.0
12,20,1,20/12/2010,9,4054.0,3563.0
12,20,1,20/12/2010,10,4077.0,3695.0
12,20,1,20/12/2010,11,4087.0,3706.0
12,20,1,20/12/2010,12,4079.0,3684.0
12,20,1,20/12/2010,13,4008.0,3653.0
12,20,1,20/12/2010,14,3999.0,3625.0
12,20,1,20/12/2010,15,4003.0,3598.0
12,20,1,20/12/2010,16,4108.0,3657.0
12,20,1,20/12/2010,17,4395.0,4039.0
12,20,1,20/12/2010,18,4583.0,4270.0
12,20,1,20/12/2010,19,4556.0,4230.0
12,20,1,20/12/2010,20,4450.0,4126.0
12,20,1,20/12/2010,21,4272.0,3971.0
12,20,1,20/12/2010,22,3965.0,3723.0
12,20,1,20/12/2010,23,3591.0,3424.0
12,20,1,20/12/2010,24,3255.0,3135.0
12,21,2,21/12/2010,1,3024.0,2909.0
12,21,2,21/12/2010,2,2906.0,2827.0
12,21,2,21/12/2010,3,2842.0,2788.0
12,21,2,21/12/2010,4,2843.0,2816.0
12,21,2,21/12/2010,5,2930.0,2909.0
12,21,2,21/12/2010,6,3210.0,3208.0
12,21,2,21/12/2010,7,3703.0,3726.0
12,21,2,21/12/2010,8,3959.0,3999.0
12,21,2,21/12/2010,9,3986.0,4054.0
12,21,2,21/12/2010,10,3997.0,4077.0
12,21,2,21/12/2010,11,3999.0,4087.0
12,21,2,21/12/2010,12,3958.0,4079.0
12,21,2,21/12/2010,13,3892.0,4008.0
12,21,2,21/12/2010,14,3866.0,3999.0
12,21,2,21/12/2010,15,3840.0,4003.0
12,21,2,21/12/2010,16,3884.0,4108.0
12,21,2,21/12/2010,17,4141.0,4395.0
12,21,2,21/12/2010,18,4368.0,4583.0
12,21,2,21/12/2010,19,4339.0,4556.0
12,21,2,21/12/2010,20,4257.0,4450.0
12,21,2,21/12/2010,21,4104.0,4272.0
12,21,2,21/12/2010,22,3834.0,3965.0
12,21,2,21/12/2010,23,3462.0,3591.0
12,21,2,21/12/2010,24,3114.0,3255.0
12,22,3,22/12/2010,1,2887.0,3024.0
12,22,3,22/12/2010,2,2770.0,2906.0
12,22,3,22/12/2010,3,2713.0,2842.0
12,22,3,22/12/2010,4,2707.0,2843.0
12,22,3,22/12/2010,5,2802.0,2930.0
12,22,3,22/12/2010,6,3090.0,3210.0
12,22,3,22/12/2010,7,3585.0,3703.0
12,22,3,22/12/2010,8,3844.0,3959.0
12,22,3,22/12/2010,9,3891.0,3986.0
12,22,3,22/12/2010,10,3908.0,3997.0
12,22,3,22/12/2010,11,3922.0,3999.0
12,22,3,22/12/2010,12,3927.0,3958.0
12,22,3,22/12/2010,13,3886.0,3892.0
12,22,3,22/12/2010,14,3872.0,3866.0
12,22,3,22/12/2010,15,3851.0,3840.0
12,22,3,22/12/2010,16,3908.0,3884.0
12,22,3,22/12/2010,17,4217.0,4141.0
12,22,3,22/12/2010,18,4385.0,4368.0
12,22,3,22/12/2010,19,4351.0,4339.0
12,22,3,22/12/2010,20,4238.0,4257.0
12,22,3,22/12/2010,21,4071.0,4104.0
12,22,3,22/12/2010,22,3797.0,3834.0
12,22,3,22/12/2010,23,3446.0,3462.0
12,22,3,22/12/2010,24,3111.0,3114.0
12,23,4,23/12/2010,1,2873.0,2887.0
12,23,4,23/12/2010,2,2750.0,2770.0
12,23,4,23/12/2010,3,2690.0,2713.0
12,23,4,23/12/2010,4,2693.0,2707.0
12,23,4,23/12/2010,5,2767.0,2802.0
12,23,4,23/12/2010,6,3004.0,3090.0
12,23,4,23/12/2010,7,3405.0,3585.0
12,23,4,23/12/2010,8,3687.0,3844.0
12,23,4,23/12/2010,9,3800.0,3891.0
12,23,4,23/12/2010,10,3875.0,3908.0
12,23,4,23/12/2010,11,3879.0,3922.0
12,23,4,23/12/2010,12,3834.0,3927.0
12,23,4,23/12/2010,13,3753.0,3886.0
12,23,4,23/12/2010,14,3711.0,3872.0
12,23,4,23/12/2010,15,3665.0,3851.0
12,23,4,23/12/2010,16,3701.0,3908.0
12,23,4,23/12/2010,17,4040.0,4217.0
12,23,4,23/12/2010,18,4253.0,4385.0
12,23,4,23/12/2010,19,4201.0,4351.0
12,23,4,23/12/2010,20,4080.0,4238.0
12,23,4,23/12/2010,21,3929.0,4071.0
12,23,4,23/12/2010,22,3710.0,3797.0
12,23,4,23/12/2010,23,3403.0,3446.0
12,23,4,23/12/2010,24,3076.0,3111.0
12,24,5,24/12/2010,1,2838.0,2873.0
12,24,5,24/12/2010,2,2714.0,2750.0
12,24,5,24/12/2010,3,2648.0,2690.0
12,24,5,24/12/2010,4,2639.0,2693.0
12,24,5,24/12/2010,5,2684.0,2767.0
12,24,5,24/12/2010,6,2829.0,3004.0
12,24,5,24/12/2010,7,3071.0,3405.0
12,24,5,24/12/2010,8,3330.0,3687.0
12,24,5,24/12/2010,9,3564.0,3800.0
12,24,5,24/12/2010,10,3672.0,3875.0
12,24,5,24/12/2010,11,3691.0,3879.0
12,24,5,24/12/2010,12,3654.0,3834.0
12,24,5,24/12/2010,13,3573.0,3753.0
12,24,5,24/12/2010,14,3511.0,3711.0
12,24,5,24/12/2010,15,3482.0,3665.0
12,24,5,24/12/2010,16,3497.0,3701.0
12,24,5,24/12/2010,17,3790.0,4040.0
12,24,5,24/12/2010,18,3924.0,4253.0
12,24,5,24/12/2010,19,3766.0,4201.0
12,24,5,24/12/2010,20,3618.0,4080.0
12,24,5,24/12/2010,21,3554.0,3929.0
12,24,5,24/12/2010,22,3467.0,3710.0
12,24,5,24/12/2010,23,3284.0,3403.0
12,24,5,24/12/2010,24,3034.0,3076.0
12,25,6,25/12/2010,1,2825.0,2838.0
12,25,6,25/12/2010,2,2702.0,2714.0
12,25,6,25/12/2010,3,2635.0,2648.0
12,25,6,25/12/2010,4,2617.0,2639.0
12,25,6,25/12/2010,5,2637.0,2684.0
12,25,6,25/12/2010,6,2732.0,2829.0
12,25,6,25/12/2010,7,2929.0,3071.0
12,25,6,25/12/2010,8,3168.0,3330.0
12,25,6,25/12/2010,9,3360.0,3564.0
12,25,6,25/12/2010,10,3445.0,3672.0
12,25,6,25/12/2010,11,3464.0,3691.0
12,25,6,25/12/2010,12,3471.0,3654.0
12,25,6,25/12/2010,13,3403.0,3573.0
12,25,6,25/12/2010,14,3289.0,3511.0
12,25,6,25/12/2010,15,3207.0,3482.0
12,25,6,25/12/2010,16,3208.0,3497.0
12,25,6,25/12/2010,17,3463.0,3790.0
12,25,6,25/12/2010,18,3624.0,3924.0
12,25,6,25/12/2010,19,3624.0,3766.0
12,25,6,25/12/2010,20,3593.0,3618.0
12,25,6,25/12/2010,21,3535.0,3554.0
12,25,6,25/12/2010,22,3418.0,3467.0
12,25,6,25/12/2010,23,3198.0,3284.0
12,25,6,25/12/2010,24,2975.0,3034.0
12,26,7,26/12/2010,1,2811.0,2825.0
12,26,7,26/12/2010,2,2722.0,2702.0
12,26,7,26/12/2010,3,2657.0,2635.0
12,26,7,26/12/2010,4,2650.0,2617.0
12,26,7,26/12/2010,5,2699.0,2637.0
12,26,7,26/12/2010,6,2791.0,2732.0
12,26,7,26/12/2010,7,2977.0,2929.0
12,26,7,26/12/2010,8,3208.0,3168.0
12,26,7,26/12/2010,9,3475.0,3360.0
12,26,7,26/12/2010,10,3659.0,3445.0
12,26,7,26/12/2010,11,3727.0,3464.0
12,26,7,26/12/2010,12,3743.0,3471.0
12,26,7,26/12/2010,13,3754.0,3403.0
12,26,7,26/12/2010,14,3727.0,3289.0
12,26,7,26/12/2010,15,3724.0,3207.0
12,26,7,26/12/2010,16,3789.0,3208.0
