monthofyear,dayofmonth,weekday,Date,Hour,load,prevload,T
04,18,3,18-04-2007,12,3709.0,3715.0,42.67
04,18,3,18-04-2007,13,3675.0,3685.0,45.0
04,18,3,18-04-2007,14,3645.0,3664.0,48.0
04,18,3,18-04-2007,15,3582.0,3633.0,49.67
04,18,3,18-04-2007,16,3539.0,3596.0,49.67
04,18,3,18-04-2007,17,3553.0,3633.0,51.0
04,18,3,18-04-2007,18,3597.0,3679.0,52.0
04,18,3,18-04-2007,19,3613.0,3708.0,51.67
04,18,3,18-04-2007,20,3678.0,3753.0,49.33
04,18,3,18-04-2007,21,3685.0,3670.0,48.33
04,18,3,18-04-2007,22,3426.0,3411.0,46.67
04,18,3,18-04-2007,23,3076.0,3068.0,45.67
04,18,3,18-04-2007,24,2774.0,2780.0,45.0
04,19,4,19-04-2007,1,2580.0,2608.0,43.33
04,19,4,19-04-2007,2,2481.0,2514.0,42.33
04,19,4,19-04-2007,3,2455.0,2480.0,41.33
04,19,4,19-04-2007,4,2452.0,2479.0,40.0
04,19,4,19-04-2007,5,2528.0,2567.0,39.33
04,19,4,19-04-2007,6,2803.0,2821.0,39.33
04,19,4,19-04-2007,7,3206.0,3237.0,39.33
04,19,4,19-04-2007,8,3481.0,3525.0,39.67
04,19,4,19-04-2007,9,3562.0,3694.0,41.67
04,19,4,19-04-2007,10,3572.0,3710.0,45.33
04,19,4,19-04-2007,11,3589.0,3728.0,48.67
04,19,4,19-04-2007,12,3568.0,3709.0,51.67
04,19,4,19-04-2007,13,3522.0,3675.0,54.67
04,19,4,19-04-2007,14,3494.0,3645.0,55.67
04,19,4,19-04-2007,15,3433.0,3582.0,57.67
04,19,4,19-04-2007,16,3384.0,3539.0,59.0
04,19,4,19-04-2007,17,3389.0,3553.0,59.67
04,19,4,19-04-2007,18,3393.0,3597.0,59.67
04,19,4,19-04-2007,19,3396.0,3613.0,59.67
04,19,4,19-04-2007,20,3508.0,3678.0,57.33
04,19,4,19-04-2007,21,3599.0,3685.0,51.67
04,19,4,19-04-2007,22,3367.0,3426.0,49.33
04,19,4,19-04-2007,23,3032.0,3076.0,44.67
04,19,4,19-04-2007,24,2729.0,2774.0,42.0
04,20,5,20-04-2007,1,2539.0,2580.0,39.0
04,20,5,20-04-2007,2,2454.0,2481.0,35.33
04,20,5,20-04-2007,3,2421.0,2455.0,33.67
04,20,5,20-04-2007,4,2437.0,2452.0,34.0
04,20,5,20-04-2007,5,2544.0,2528.0,32.0
04,20,5,20-04-2007,6,2803.0,2803.0,31.67
04,20,5,20-04-2007,7,3178.0,3206.0,31.33
04,20,5,20-04-2007,8,3449.0,3481.0,33.67
04,20,5,20-04-2007,9,3526.0,3562.0,38.67
04,20,5,20-04-2007,10,3549.0,3572.0,48.33
04,20,5,20-04-2007,11,3555.0,3589.0,54.0
04,20,5,20-04-2007,12,3502.0,3568.0,57.0
04,20,5,20-04-2007,13,3446.0,3522.0,60.33
04,20,5,20-04-2007,14,3416.0,3494.0,62.67
04,20,5,20-04-2007,15,3361.0,3433.0,65.67
04,20,5,20-04-2007,16,3308.0,3384.0,65.0
04,20,5,20-04-2007,17,3266.0,3389.0,65.67
04,20,5,20-04-2007,18,3240.0,3393.0,65.67
04,20,5,20-04-2007,19,3226.0,3396.0,65.67
04,20,5,20-04-2007,20,3298.0,3508.0,63.33
04,20,5,20-04-2007,21,3402.0,3599.0,58.33
04,20,5,20-04-2007,22,3206.0,3367.0,52.0
04,20,5,20-04-2007,23,2907.0,3032.0,48.33
04,20,5,20-04-2007,24,2633.0,2729.0,44.67
04,21,6,21-04-2007,1,2442.0,2539.0,41.33
04,21,6,21-04-2007,2,2352.0,2454.0,39.67
04,21,6,21-04-2007,3,2293.0,2421.0,39.67
04,21,6,21-04-2007,4,2284.0,2437.0,37.33
04,21,6,21-04-2007,5,2334.0,2544.0,37.67
04,21,6,21-04-2007,6,2458.0,2803.0,37.67
04,21,6,21-04-2007,7,2619.0,3178.0,35.33
04,21,6,21-04-2007,8,2878.0,3449.0,40.0
04,21,6,21-04-2007,9,3115.0,3526.0,47.67
04,21,6,21-04-2007,10,3236.0,3549.0,57.0
04,21,6,21-04-2007,11,3264.0,3555.0,62.33
04,21,6,21-04-2007,12,3218.0,3502.0,67.0
04,21,6,21-04-2007,13,3146.0,3446.0,68.0
04,21,6,21-04-2007,14,3076.0,3416.0,70.33
04,21,6,21-04-2007,15,3009.0,3361.0,71.0
04,21,6,21-04-2007,16,2991.0,3308.0,71.33
04,21,6,21-04-2007,17,3011.0,3266.0,72.33
04,21,6,21-04-2007,18,3038.0,3240.0,71.33
04,21,6,21-04-2007,19,3041.0,3226.0,69.67
04,21,6,21-04-2007,20,3133.0,3298.0,66.33
04,21,6,21-04-2007,21,3237.0,3402.0,63.33
04,21,6,21-04-2007,22,3048.0,3206.0,60.0
04,21,6,21-04-2007,23,2767.0,2907.0,57.33
04,21,6,21-04-2007,24,2528.0,2633.0,53.0
04,22,7,22-04-2007,1,2350.0,2442.0,48.33
04,22,7,22-04-2007,2,2234.0,2352.0,44.33
04,22,7,22-04-2007,3,2229.0,2293.0,42.33
04,22,7,22-04-2007,4,2192.0,2284.0,40.67
04,22,7,22-04-2007,5,2223.0,2334.0,41.67
04,22,7,22-04-2007,6,2290.0,2458.0,38.0
04,22,7,22-04-2007,7,2396.0,2619.0,38.0
04,22,7,22-04-2007,8,2645.0,2878.0,39.33
04,22,7,22-04-2007,9,2897.0,3115.0,47.0
04,22,7,22-04-2007,10,3033.0,3236.0,52.33
04,22,7,22-04-2007,11,3089.0,3264.0,58.33
04,22,7,22-04-2007,12,3091.0,3218.0,62.67
04,22,7,22-04-2007,13,3060.0,3146.0,64.0
04,22,7,22-04-2007,14,3004.0,3076.0,66.0
04,22,7,22-04-2007,15,2958.0,3009.0,67.67
04,22,7,22-04-2007,16,2953.0,2991.0,69.33
04,22,7,22-04-2007,17,2994.0,3011.0,69.0
04,22,7,22-04-2007,18,3080.0,3038.0,69.0
04,22,7,22-04-2007,19,3117.0,3041.0,67.67
04,22,7,22-04-2007,20,3228.0,3133.0,64.33
04,22,7,22-04-2007,21,3314.0,3237.0,61.0
04,22,7,22-04-2007,22,3065.0,3048.0,59.0
04,22,7,22-04-2007,23,2752.0,2767.0,56.0
04,22,7,22-04-2007,24,2501.0,2528.0,56.67
04,23,1,23-04-2007,1,2335.0,2350.0,53.67
04,23,1,23-04-2007,2,2262.0,2234.0,53.33
04,23,1,23-04-2007,3,2238.0,2229.0,55.67
04,23,1,23-04-2007,4,2244.0,2192.0,54.67
04,23,1,23-04-2007,5,2335.0,2223.0,54.0
04,23,1,23-04-2007,6,2605.0,2290.0,53.67
04,23,1,23-04-2007,7,3032.0,2396.0,50.0
04,23,1,23-04-2007,8,3355.0,2645.0,52.33
04,23,1,23-04-2007,9,3477.0,2897.0,56.67
04,23,1,23-04-2007,10,3514.0,3033.0,64.33
04,23,1,23-04-2007,11,3570.0,3089.0,71.33
04,23,1,23-04-2007,12,3587.0,3091.0,75.33
04,23,1,23-04-2007,13,3568.0,3060.0,78.33
04,23,1,23-04-2007,14,3578.0,3004.0,80.67
04,23,1,23-04-2007,15,3550.0,2958.0,81.67
04,23,1,23-04-2007,16,3498.0,2953.0,81.0
04,23,1,23-04-2007,17,3470.0,2994.0,80.67
04,23,1,23-04-2007,18,3451.0,3080.0,79.0
04,23,1,23-04-2007,19,3435.0,3117.0,76.0
04,23,1,23-04-2007,20,3513.0,3228.0,73.33
04,23,1,23-04-2007,21,3589.0,3314.0,72.0
04,23,1,23-04-2007,22,3315.0,3065.0,72.67
04,23,1,23-04-2007,23,2932.0,2752.0,68.0
04,23,1,23-04-2007,24,2620.0,2501.0,64.67
04,24,2,24-04-2007,1,2439.0,2335.0,65.67
04,24,2,24-04-2007,2,2356.0,2262.0,66.33
04,24,2,24-04-2007,3,2302.0,2238.0,66.33
04,24,2,24-04-2007,4,2296.0,2244.0,64.33
04,24,2,24-04-2007,5,2373.0,2335.0,60.0
04,24,2,24-04-2007,6,2624.0,2605.0,58.67
04,24,2,24-04-2007,7,3032.0,3032.0,57.67
04,24,2,24-04-2007,8,3341.0,3355.0,58.0
04,24,2,24-04-2007,9,3430.0,3477.0,55.67
04,24,2,24-04-2007,10,3483.0,3514.0,54.67
04,24,2,24-04-2007,11,3514.0,3570.0,56.33
04,24,2,24-04-2007,12,3504.0,3587.0,56.33
04,24,2,24-04-2007,13,3469.0,3568.0,56.67
04,24,2,24-04-2007,14,3439.0,3578.0,59.0
04,24,2,24-04-2007,15,3398.0,3550.0,60.33
04,24,2,24-04-2007,16,3353.0,3498.0,61.33
04,24,2,24-04-2007,17,3342.0,3470.0,61.67
04,24,2,24-04-2007,18,3337.0,3451.0,60.67
04,24,2,24-04-2007,19,3327.0,3435.0,59.67
04,24,2,24-04-2007,20,3405.0,3513.0,57.0
04,24,2,24-04-2007,21,3495.0,3589.0,54.0
04,24,2,24-04-2007,22,3232.0,3315.0,51.67
04,24,2,24-04-2007,23,2871.0,2932.0,49.0
04,24,2,24-04-2007,24,2578.0,2620.0,47.33
04,25,3,25-04-2007,1,2389.0,2439.0,45.67
04,25,3,25-04-2007,2,2299.0,2356.0,43.33
04,25,3,25-04-2007,3,2276.0,2302.0,40.67
04,25,3,25-04-2007,4,2279.0,2296.0,41.33
04,25,3,25-04-2007,5,2359.0,2373.0,41.33
04,25,3,25-04-2007,6,2624.0,2624.0,38.33
04,25,3,25-04-2007,7,3037.0,3032.0,38.67
04,25,3,25-04-2007,8,3322.0,3341.0,39.0
04,25,3,25-04-2007,9,3408.0,3430.0,43.0
04,25,3,25-04-2007,10,3444.0,3483.0,47.33
04,25,3,25-04-2007,11,3473.0,3514.0,49.33
04,25,3,25-04-2007,12,3463.0,3504.0,51.33
04,25,3,25-04-2007,13,3429.0,3469.0,52.33
04,25,3,25-04-2007,14,3418.0,3439.0,53.33
04,25,3,25-04-2007,15,3387.0,3398.0,54.67
04,25,3,25-04-2007,16,3357.0,3353.0,53.67
04,25,3,25-04-2007,17,3382.0,3342.0,52.67
04,25,3,25-04-2007,18,3448.0,3337.0,51.67
04,25,3,25-04-2007,19,3466.0,3327.0,51.33
04,25,3,25-04-2007,20,3492.0,3405.0,50.67
04,25,3,25-04-2007,21,3508.0,3495.0,49.67
04,25,3,25-04-2007,22,3265.0,3232.0,46.33
04,25,3,25-04-2007,23,2922.0,2871.0,43.33
04,25,3,25-04-2007,24,2631.0,2578.0,42.0
04,26,4,26-04-2007,1,2461.0,2389.0,40.0
04,26,4,26-04-2007,2,2385.0,2299.0,37.0
04,26,4,26-04-2007,3,2350.0,2276.0,34.33
04,26,4,26-04-2007,4,2368.0,2279.0,32.33
04,26,4,26-04-2007,5,2461.0,2359.0,32.0
04,26,4,26-04-2007,6,2719.0,2624.0,30.0
04,26,4,26-04-2007,7,3132.0,3037.0,34.0
04,26,4,26-04-2007,8,3396.0,3322.0,37.0
04,26,4,26-04-2007,9,3455.0,3408.0,42.0
04,26,4,26-04-2007,10,3480.0,3444.0,47.0
04,26,4,26-04-2007,11,3505.0,3473.0,50.33
04,26,4,26-04-2007,12,3480.0,3463.0,55.0
04,26,4,26-04-2007,13,3440.0,3429.0,57.33
04,26,4,26-04-2007,14,3422.0,3418.0,59.0
04,26,4,26-04-2007,15,3370.0,3387.0,59.67
04,26,4,26-04-2007,16,3305.0,3357.0,59.67
04,26,4,26-04-2007,17,3285.0,3382.0,59.0
04,26,4,26-04-2007,18,3293.0,3448.0,58.67
04,26,4,26-04-2007,19,3315.0,3466.0,58.0
04,26,4,26-04-2007,20,3428.0,3492.0,56.33
04,26,4,26-04-2007,21,3496.0,3508.0,54.33
04,26,4,26-04-2007,22,3260.0,3265.0,52.67
04,26,4,26-04-2007,23,2902.0,2922.0,51.0
04,26,4,26-04-2007,24,2600.0,2631.0,51.33
04,27,5,27-04-2007,1,2428.0,2461.0,50.0
04,27,5,27-04-2007,2,2323.0,2385.0,50.0
04,27,5,27-04-2007,3,2284.0,2350.0,49.0
04,27,5,27-04-2007,4,2287.0,2368.0,48.67
04,27,5,27-04-2007,5,2366.0,2461.0,49.67
04,27,5,27-04-2007,6,2637.0,2719.0,47.67
04,27,5,27-04-2007,7,3067.0,3132.0,47.67
04,27,5,27-04-2007,8,3387.0,3396.0,47.0
04,27,5,27-04-2007,9,3517.0,3455.0,46.67
04,27,5,27-04-2007,10,3583.0,3480.0,46.33
04,27,5,27-04-2007,11,3633.0,3505.0,47.33
04,27,5,27-04-2007,12,3652.0,3480.0,47.0
04,27,5,27-04-2007,13,3614.0,3440.0,46.33
04,27,5,27-04-2007,14,3573.0,3422.0,47.33
04,27,5,27-04-2007,15,3522.0,3370.0,46.67
04,27,5,27-04-2007,16,3469.0,3305.0,47.33
04,27,5,27-04-2007,17,3490.0,3285.0,47.33
04,27,5,27-04-2007,18,3501.0,3293.0,47.33
04,27,5,27-04-2007,19,3484.0,3315.0,47.67
04,27,5,27-04-2007,20,3460.0,3428.0,47.0
04,27,5,27-04-2007,21,3428.0,3496.0,47.0
04,27,5,27-04-2007,22,3214.0,3260.0,46.67
04,27,5,27-04-2007,23,2931.0,2902.0,46.67
04,27,5,27-04-2007,24,2651.0,2600.0,47.0
04,28,6,28-04-2007,1,2453.0,2428.0,47.0
04,28,6,28-04-2007,2,2333.0,2323.0,46.67
04,28,6,28-04-2007,3,2279.0,2284.0,45.67
04,28,6,28-04-2007,4,2273.0,2287.0,45.67
04,28,6,28-04-2007,5,2302.0,2366.0,45.67
04,28,6,28-04-2007,6,2399.0,2637.0,45.33
04,28,6,28-04-2007,7,2581.0,3067.0,44.33
04,28,6,28-04-2007,8,2844.0,3387.0,46.67
04,28,6,28-04-2007,9,3093.0,3517.0,47.0
04,28,6,28-04-2007,10,3221.0,3583.0,49.33
04,28,6,28-04-2007,11,3260.0,3633.0,52.33
04,28,6,28-04-2007,12,3231.0,3652.0,56.0
04,28,6,28-04-2007,13,3159.0,3614.0,58.0
04,28,6,28-04-2007,14,3096.0,3573.0,59.67
04,28,6,28-04-2007,15,3047.0,3522.0,60.0
04,28,6,28-04-2007,16,3035.0,3469.0,56.67
04,28,6,28-04-2007,17,3059.0,3490.0,55.0
04,28,6,28-04-2007,18,3117.0,3501.0,54.33
04,28,6,28-04-2007,19,3154.0,3484.0,53.0
04,28,6,28-04-2007,20,3206.0,3460.0,52.33
04,28,6,28-04-2007,21,3215.0,3428.0,50.33
04,28,6,28-04-2007,22,3018.0,3214.0,49.0
04,28,6,28-04-2007,23,2758.0,2931.0,48.0
04,28,6,28-04-2007,24,2513.0,2651.0,48.33
04,29,7,29-04-2007,1,2340.0,2453.0,48.33
04,29,7,29-04-2007,2,2238.0,2333.0,47.67
04,29,7,29-04-2007,3,2194.0,2279.0,47.0
04,29,7,29-04-2007,4,2173.0,2273.0,47.33
04,29,7,29-04-2007,5,2188.0,2302.0,47.0
04,29,7,29-04-2007,6,2259.0,2399.0,47.0
04,29,7,29-04-2007,7,2375.0,2581.0,46.33
04,29,7,29-04-2007,8,2620.0,2844.0,47.0
04,29,7,29-04-2007,9,2904.0,3093.0,47.0
04,29,7,29-04-2007,10,3101.0,3221.0,47.67
04,29,7,29-04-2007,11,3209.0,3260.0,47.67
04,29,7,29-04-2007,12,3252.0,3231.0,48.33
04,29,7,29-04-2007,13,3257.0,3159.0,48.67
04,29,7,29-04-2007,14,3199.0,3096.0,49.67
04,29,7,29-04-2007,15,3157.0,3047.0,49.67
04,29,7,29-04-2007,16,3158.0,3035.0,49.67
04,29,7,29-04-2007,17,3229.0,3059.0,48.33
04,29,7,29-04-2007,18,3298.0,3117.0,46.67
04,29,7,29-04-2007,19,3341.0,3154.0,47.0
04,29,7,29-04-2007,20,3356.0,3206.0,46.33
04,29,7,29-04-2007,21,3322.0,3215.0,45.33
04,29,7,29-04-2007,22,3068.0,3018.0,44.33
04,29,7,29-04-2007,23,2733.0,2758.0,43.67
04,29,7,29-04-2007,24,2483.0,2513.0,42.67
04,30,1,30-04-2007,1,2333.0,2340.0,43.0
04,30,1,30-04-2007,2,2268.0,2238.0,43.67
04,30,1,30-04-2007,3,2239.0,2194.0,43.33
04,30,1,30-04-2007,4,2256.0,2173.0,44.33
04,30,1,30-04-2007,5,2345.0,2188.0,46.0
04,30,1,30-04-2007,6,2640.0,2259.0,45.33
04,30,1,30-04-2007,7,3134.0,2375.0,45.67
04,30,1,30-04-2007,8,3467.0,2620.0,46.67
04,30,1,30-04-2007,9,3582.0,2904.0,46.67
04,30,1,30-04-2007,10,3636.0,3101.0,47.0
04,30,1,30-04-2007,11,3685.0,3209.0,49.0
04,30,1,30-04-2007,12,3670.0,3252.0,50.33
04,30,1,30-04-2007,13,3590.0,3257.0,53.0
04,30,1,30-04-2007,14,3568.0,3199.0,54.33
04,30,1,30-04-2007,15,3520.0,3157.0,56.0
04,30,1,30-04-2007,16,3488.0,3158.0,58.0
04,30,1,30-04-2007,17,3511.0,3229.0,56.67
04,30,1,30-04-2007,18,3539.0,3298.0,57.0
04,30,1,30-04-2007,19,3537.0,3341.0,54.0
04,30,1,30-04-2007,20,3556.0,3356.0,53.0
04,30,1,30-04-2007,21,3586.0,3322.0,51.67
04,30,1,30-04-2007,22,3317.0,3068.0,51.0
04,30,1,30-04-2007,23,2936.0,2733.0,50.33
04,30,1,30-04-2007,24,2630.0,2483.0,49.33
05,01,2,01-05-2007,1,2454.0,2333.0,48.0
05,01,2,01-05-2007,2,2356.0,2268.0,46.33
05,01,2,01-05-2007,3,2332.0,2239.0,45.67
05,01,2,01-05-2007,4,2340.0,2256.0,44.67
05,01,2,01-05-2007,5,2436.0,2345.0,43.0
05,01,2,01-05-2007,6,2708.0,2640.0,41.67
05,01,2,01-05-2007,7,3160.0,3134.0,41.0
05,01,2,01-05-2007,8,3405.0,3467.0,43.67
05,01,2,01-05-2007,9,3441.0,3582.0,46.0
05,01,2,01-05-2007,10,3452.0,3636.0,48.33
05,01,2,01-05-2007,11,3480.0,3685.0,50.67
05,01,2,01-05-2007,12,3463.0,3670.0,52.67
05,01,2,01-05-2007,13,3434.0,3590.0,55.33
05,01,2,01-05-2007,14,3418.0,3568.0,58.0
05,01,2,01-05-2007,15,3372.0,3520.0,59.33
05,01,2,01-05-2007,16,3331.0,3488.0,59.67
05,01,2,01-05-2007,17,3323.0,3511.0,62.0
05,01,2,01-05-2007,18,3328.0,3539.0,59.33
05,01,2,01-05-2007,19,3346.0,3537.0,58.67
05,01,2,01-05-2007,20,3454.0,3556.0,56.67
05,01,2,01-05-2007,21,3541.0,3586.0,54.67
05,01,2,01-05-2007,22,3271.0,3317.0,52.33
05,01,2,01-05-2007,23,2910.0,2936.0,50.0
05,01,2,01-05-2007,24,2595.0,2630.0,49.33
05,02,3,02-05-2007,1,2418.0,2454.0,50.33
05,02,3,02-05-2007,2,2316.0,2356.0,50.0
05,02,3,02-05-2007,3,2284.0,2332.0,49.67
05,02,3,02-05-2007,4,2295.0,2340.0,46.33
05,02,3,02-05-2007,5,2382.0,2436.0,46.0
05,02,3,02-05-2007,6,2655.0,2708.0,45.33
05,02,3,02-05-2007,7,3121.0,3160.0,44.0
05,02,3,02-05-2007,8,3376.0,3405.0,44.33
05,02,3,02-05-2007,9,3412.0,3441.0,47.33
05,02,3,02-05-2007,10,3437.0,3452.0,50.0
05,02,3,02-05-2007,11,3447.0,3480.0,52.67
05,02,3,02-05-2007,12,3462.0,3463.0,56.0
05,02,3,02-05-2007,13,3427.0,3434.0,56.33
05,02,3,02-05-2007,14,3418.0,3418.0,57.67
05,02,3,02-05-2007,15,3381.0,3372.0,59.0
05,02,3,02-05-2007,16,3327.0,3331.0,60.0
05,02,3,02-05-2007,17,3323.0,3323.0,59.67
05,02,3,02-05-2007,18,3318.0,3328.0,59.67
05,02,3,02-05-2007,19,3314.0,3346.0,59.33
05,02,3,02-05-2007,20,3373.0,3454.0,57.0
05,02,3,02-05-2007,21,3511.0,3541.0,53.67
05,02,3,02-05-2007,22,3287.0,3271.0,51.0
05,02,3,02-05-2007,23,2915.0,2910.0,49.33
05,02,3,02-05-2007,24,2591.0,2595.0,47.67
05,03,4,03-05-2007,1,2410.0,2418.0,44.67
05,03,4,03-05-2007,2,2326.0,2316.0,42.33
05,03,4,03-05-2007,3,2295.0,2284.0,40.33
05,03,4,03-05-2007,4,2311.0,2295.0,38.33
05,03,4,03-05-2007,5,2410.0,2382.0,35.67
05,03,4,03-05-2007,6,2677.0,2655.0,35.67
05,03,4,03-05-2007,7,3144.0,3121.0,34.33
05,03,4,03-05-2007,8,3412.0,3376.0,39.33
05,03,4,03-05-2007,9,3450.0,3412.0,47.0
05,03,4,03-05-2007,10,3472.0,3437.0,50.67
05,03,4,03-05-2007,11,3496.0,3447.0,53.0
05,03,4,03-05-2007,12,3480.0,3462.0,55.33
05,03,4,03-05-2007,13,3435.0,3427.0,58.0
05,03,4,03-05-2007,14,3428.0,3418.0,60.33
05,03,4,03-05-2007,15,3380.0,3381.0,61.33
05,03,4,03-05-2007,16,3328.0,3327.0,61.33
05,03,4,03-05-2007,17,3321.0,3323.0,61.67
05,03,4,03-05-2007,18,3310.0,3318.0,61.67
05,03,4,03-05-2007,19,3310.0,3314.0,60.67
05,03,4,03-05-2007,20,3379.0,3373.0,58.0
05,03,4,03-05-2007,21,3525.0,3511.0,55.0
05,03,4,03-05-2007,22,3302.0,3287.0,52.0
05,03,4,03-05-2007,23,2927.0,2915.0,50.0
05,03,4,03-05-2007,24,2627.0,2591.0,49.33
05,04,5,04-05-2007,1,2430.0,2410.0,44.33
05,04,5,04-05-2007,2,2344.0,2326.0,45.67
05,04,5,04-05-2007,3,2303.0,2295.0,41.33
05,04,5,04-05-2007,4,2308.0,2311.0,41.0
05,04,5,04-05-2007,5,2403.0,2410.0,39.33
05,04,5,04-05-2007,6,2663.0,2677.0,38.0
05,04,5,04-05-2007,7,3115.0,3144.0,37.67
05,04,5,04-05-2007,8,3391.0,3412.0,43.0
05,04,5,04-05-2007,9,3436.0,3450.0,49.0
05,04,5,04-05-2007,10,3458.0,3472.0,52.67
05,04,5,04-05-2007,11,3478.0,3496.0,54.67
05,04,5,04-05-2007,12,3454.0,3480.0,57.33
05,04,5,04-05-2007,13,3422.0,3435.0,59.33
05,04,5,04-05-2007,14,3395.0,3428.0,61.33
05,04,5,04-05-2007,15,3343.0,3380.0,62.33
05,04,5,04-05-2007,16,3281.0,3328.0,62.67
05,04,5,04-05-2007,17,3260.0,3321.0,62.67
05,04,5,04-05-2007,18,3232.0,3310.0,63.0
05,04,5,04-05-2007,19,3197.0,3310.0,62.0
05,04,5,04-05-2007,20,3208.0,3379.0,60.0
05,04,5,04-05-2007,21,3343.0,3525.0,56.67
05,04,5,04-05-2007,22,3196.0,3302.0,54.0
05,04,5,04-05-2007,23,2891.0,2927.0,50.0
05,04,5,04-05-2007,24,2585.0,2627.0,45.0
05,05,6,05-05-2007,1,2385.0,2430.0,42.67
05,05,6,05-05-2007,2,2276.0,2344.0,39.67
05,05,6,05-05-2007,3,2246.0,2303.0,37.67
05,05,6,05-05-2007,4,2248.0,2308.0,38.67
05,05,6,05-05-2007,5,2272.0,2403.0,38.67
05,05,6,05-05-2007,6,2382.0,2663.0,37.33
05,05,6,05-05-2007,7,2599.0,3115.0,36.67
05,05,6,05-05-2007,8,2873.0,3391.0,39.67
05,05,6,05-05-2007,9,3092.0,3436.0,45.67
05,05,6,05-05-2007,10,3189.0,3458.0,50.33
05,05,6,05-05-2007,11,3208.0,3478.0,54.33
05,05,6,05-05-2007,12,3171.0,3454.0,57.67
05,05,6,05-05-2007,13,3098.0,3422.0,58.67
05,05,6,05-05-2007,14,3039.0,3395.0,60.33
05,05,6,05-05-2007,15,2985.0,3343.0,62.33
05,05,6,05-05-2007,16,2935.0,3281.0,61.0
05,05,6,05-05-2007,17,2968.0,3260.0,61.67
05,05,6,05-05-2007,18,3006.0,3232.0,58.33
05,05,6,05-05-2007,19,3000.0,3197.0,58.33
05,05,6,05-05-2007,20,3039.0,3208.0,56.0
05,05,6,05-05-2007,21,3150.0,3343.0,51.67
05,05,6,05-05-2007,22,3019.0,3196.0,49.0
05,05,6,05-05-2007,23,2793.0,2891.0,47.67
05,05,6,05-05-2007,24,2519.0,2585.0,46.67
05,06,7,06-05-2007,1,2335.0,2385.0,45.33
05,06,7,06-05-2007,2,2235.0,2276.0,44.0
05,06,7,06-05-2007,3,2185.0,2246.0,42.67
05,06,7,06-05-2007,4,2166.0,2248.0,41.0
05,06,7,06-05-2007,5,2195.0,2272.0,40.33
05,06,7,06-05-2007,6,2235.0,2382.0,40.33
05,06,7,06-05-2007,7,2366.0,2599.0,38.33
05,06,7,06-05-2007,8,2640.0,2873.0,42.33
05,06,7,06-05-2007,9,2898.0,3092.0,44.33
05,06,7,06-05-2007,10,3044.0,3189.0,47.33
05,06,7,06-05-2007,11,3073.0,3208.0,48.67
05,06,7,06-05-2007,12,3073.0,3171.0,50.67
05,06,7,06-05-2007,13,3038.0,3098.0,53.0
05,06,7,06-05-2007,14,2977.0,3039.0,54.67
05,06,7,06-05-2007,15,2926.0,2985.0,55.67
05,06,7,06-05-2007,16,2894.0,2935.0,56.33
05,06,7,06-05-2007,17,2932.0,2968.0,56.67
05,06,7,06-05-2007,18,3023.0,3006.0,56.67
05,06,7,06-05-2007,19,3073.0,3000.0,56.33
05,06,7,06-05-2007,20,3165.0,3039.0,52.67
05,06,7,06-05-2007,21,3351.0,3150.0,49.67
05,06,7,06-05-2007,22,3111.0,3019.0,46.67
05,06,7,06-05-2007,23,2762.0,2793.0,43.33
05,06,7,06-05-2007,24,2496.0,2519.0,41.33
05,07,1,07-05-2007,1,2358.0,2335.0,39.33
05,07,1,07-05-2007,2,2299.0,2235.0,38.67
05,07,1,07-05-2007,3,2255.0,2185.0,36.0
05,07,1,07-05-2007,4,2267.0,2166.0,34.67
05,07,1,07-05-2007,5,2368.0,2195.0,34.33
05,07,1,07-05-2007,6,2640.0,2235.0,33.67
05,07,1,07-05-2007,7,3115.0,2366.0,36.67
05,07,1,07-05-2007,8,3391.0,2640.0,38.67
05,07,1,07-05-2007,9,3438.0,2898.0,44.0
05,07,1,07-05-2007,10,3466.0,3044.0,50.67
05,07,1,07-05-2007,11,3509.0,3073.0,58.0
05,07,1,07-05-2007,12,3508.0,3073.0,61.67
05,07,1,07-05-2007,13,3471.0,3038.0,63.67
05,07,1,07-05-2007,14,3460.0,2977.0,66.0
05,07,1,07-05-2007,15,3415.0,2926.0,67.67
05,07,1,07-05-2007,16,3371.0,2894.0,68.67
05,07,1,07-05-2007,17,3371.0,2932.0,68.67
05,07,1,07-05-2007,18,3362.0,3023.0,69.0
05,07,1,07-05-2007,19,3349.0,3073.0,67.33
05,07,1,07-05-2007,20,3394.0,3165.0,65.0
05,07,1,07-05-2007,21,3512.0,3351.0,62.33
05,07,1,07-05-2007,22,3269.0,3111.0,60.0
05,07,1,07-05-2007,23,2868.0,2762.0,58.33
05,07,1,07-05-2007,24,2543.0,2496.0,55.33
05,08,2,08-05-2007,1,2360.0,2358.0,51.33
05,08,2,08-05-2007,2,2267.0,2299.0,48.67
05,08,2,08-05-2007,3,2234.0,2255.0,50.67
05,08,2,08-05-2007,4,2232.0,2267.0,46.33
05,08,2,08-05-2007,5,2334.0,2368.0,47.0
05,08,2,08-05-2007,6,2591.0,2640.0,46.67
05,08,2,08-05-2007,7,3036.0,3115.0,45.33
05,08,2,08-05-2007,8,3318.0,3391.0,50.0
05,08,2,08-05-2007,9,3381.0,3438.0,55.0
05,08,2,08-05-2007,10,3419.0,3466.0,60.67
05,08,2,08-05-2007,11,3486.0,3509.0,66.33
05,08,2,08-05-2007,12,3517.0,3508.0,72.67
