,monthofyear,dayofmonth,weekday,Date,Hour,load,prevload,T,lasthr
8138,12,6,3,06-12-2006,3,2847.0,2779.0,20.67,2873.0
8139,12,6,3,06-12-2006,4,2857.0,2787.0,20.67,2847.0
8140,12,6,3,06-12-2006,5,2945.0,2897.0,19.67,2857.0
8141,12,6,3,06-12-2006,6,3265.0,3210.0,20.0,2945.0
8142,12,6,3,06-12-2006,7,3818.0,3780.0,21.33,3265.0
8143,12,6,3,06-12-2006,8,4048.0,4014.0,22.67,3818.0
8144,12,6,3,06-12-2006,9,4025.0,4008.0,24.33,4048.0
8145,12,6,3,06-12-2006,10,4002.0,3989.0,26.33,4025.0
8146,12,6,3,06-12-2006,11,4004.0,3948.0,29.0,4002.0
8147,12,6,3,06-12-2006,12,3988.0,3926.0,31.33,4004.0
8148,12,6,3,06-12-2006,13,3950.0,3886.0,33.0,3988.0
8149,12,6,3,06-12-2006,14,3929.0,3855.0,35.33,3950.0
8150,12,6,3,06-12-2006,15,3904.0,3843.0,36.67,3929.0
8151,12,6,3,06-12-2006,16,3958.0,3899.0,37.33,3904.0
8152,12,6,3,06-12-2006,17,4301.0,4317.0,37.33,3958.0
8153,12,6,3,06-12-2006,18,4469.0,4569.0,37.0,4301.0
8154,12,6,3,06-12-2006,19,4421.0,4540.0,38.67,4469.0
8155,12,6,3,06-12-2006,20,4296.0,4423.0,39.0,4421.0
8156,12,6,3,06-12-2006,21,4104.0,4247.0,39.0,4296.0
8157,12,6,3,06-12-2006,22,3779.0,3935.0,39.67,4104.0
8158,12,6,3,06-12-2006,23,3318.0,3486.0,39.33,3779.0
8159,12,6,3,06-12-2006,24,2959.0,3150.0,40.0,3318.0
8160,12,7,4,07-12-2006,1,2760.0,2962.0,40.33,2959.0
8161,12,7,4,07-12-2006,2,2650.0,2873.0,41.33,2760.0
8162,12,7,4,07-12-2006,3,2598.0,2847.0,41.0,2650.0
8163,12,7,4,07-12-2006,4,2593.0,2857.0,40.0,2598.0
8164,12,7,4,07-12-2006,5,2682.0,2945.0,39.0,2593.0
8165,12,7,4,07-12-2006,6,2995.0,3265.0,38.0,2682.0
8166,12,7,4,07-12-2006,7,3540.0,3818.0,37.0,2995.0
8167,12,7,4,07-12-2006,8,3786.0,4048.0,37.33,3540.0
8168,12,7,4,07-12-2006,9,3771.0,4025.0,38.33,3786.0
8169,12,7,4,07-12-2006,10,3737.0,4002.0,40.0,3771.0
8170,12,7,4,07-12-2006,11,3708.0,4004.0,43.0,3737.0
8171,12,7,4,07-12-2006,12,3679.0,3988.0,45.0,3708.0
8172,12,7,4,07-12-2006,13,3630.0,3950.0,46.33,3679.0
8173,12,7,4,07-12-2006,14,3625.0,3929.0,44.33,3630.0
8174,12,7,4,07-12-2006,15,3619.0,3904.0,44.0,3625.0
8175,12,7,4,07-12-2006,16,3698.0,3958.0,41.67,3619.0
8176,12,7,4,07-12-2006,17,4098.0,4301.0,39.67,3698.0
8177,12,7,4,07-12-2006,18,4303.0,4469.0,38.33,4098.0
8178,12,7,4,07-12-2006,19,4275.0,4421.0,37.0,4303.0
8179,12,7,4,07-12-2006,20,4177.0,4296.0,34.0,4275.0
8180,12,7,4,07-12-2006,21,4001.0,4104.0,32.67,4177.0
8181,12,7,4,07-12-2006,22,3709.0,3779.0,31.67,4001.0
8182,12,7,4,07-12-2006,23,3322.0,3318.0,30.0,3709.0
8183,12,7,4,07-12-2006,24,2986.0,2959.0,27.33,3322.0
8184,12,8,5,08-12-2006,1,2806.0,2760.0,25.33,2986.0
8185,12,8,5,08-12-2006,2,2739.0,2650.0,24.67,2806.0
8186,12,8,5,08-12-2006,3,2719.0,2598.0,23.33,2739.0
8187,12,8,5,08-12-2006,4,2734.0,2593.0,21.33,2719.0
8188,12,8,5,08-12-2006,5,2852.0,2682.0,18.67,2734.0
8189,12,8,5,08-12-2006,6,3197.0,2995.0,17.0,2852.0
8190,12,8,5,08-12-2006,7,3720.0,3540.0,16.33,3197.0
8191,12,8,5,08-12-2006,8,4001.0,3786.0,15.0,3720.0
8192,12,8,5,08-12-2006,9,4086.0,3771.0,15.0,4001.0
8193,12,8,5,08-12-2006,10,4120.0,3737.0,15.0,4086.0
8194,12,8,5,08-12-2006,11,4140.0,3708.0,16.33,4120.0
8195,12,8,5,08-12-2006,12,4132.0,3679.0,17.0,4140.0
8196,12,8,5,08-12-2006,13,4076.0,3630.0,17.67,4132.0
8197,12,8,5,08-12-2006,14,4039.0,3625.0,19.33,4076.0
8198,12,8,5,08-12-2006,15,3986.0,3619.0,20.33,4039.0
8199,12,8,5,08-12-2006,16,4012.0,3698.0,20.67,3986.0
8200,12,8,5,08-12-2006,17,4365.0,4098.0,20.0,4012.0
8201,12,8,5,08-12-2006,18,4566.0,4303.0,19.33,4365.0
8202,12,8,5,08-12-2006,19,4477.0,4275.0,18.67,4566.0
8203,12,8,5,08-12-2006,20,4340.0,4177.0,18.33,4477.0
8204,12,8,5,08-12-2006,21,4188.0,4001.0,18.0,4340.0
8205,12,8,5,08-12-2006,22,3951.0,3709.0,15.67,4188.0
8206,12,8,5,08-12-2006,23,3598.0,3322.0,16.67,3951.0
8207,12,8,5,08-12-2006,24,3250.0,2986.0,15.67,3598.0
8208,12,9,6,09-12-2006,1,3002.0,2806.0,17.67,3250.0
8209,12,9,6,09-12-2006,2,2879.0,2739.0,19.0,3002.0
8210,12,9,6,09-12-2006,3,2817.0,2719.0,19.67,2879.0
8211,12,9,6,09-12-2006,4,2793.0,2734.0,20.67,2817.0
8212,12,9,6,09-12-2006,5,2829.0,2852.0,21.67,2793.0
8213,12,9,6,09-12-2006,6,2951.0,3197.0,22.67,2829.0
8214,12,9,6,09-12-2006,7,3187.0,3720.0,22.67,2951.0
8215,12,9,6,09-12-2006,8,3428.0,4001.0,22.0,3187.0
8216,12,9,6,09-12-2006,9,3676.0,4086.0,24.0,3428.0
8217,12,9,6,09-12-2006,10,3806.0,4120.0,26.67,3676.0
8218,12,9,6,09-12-2006,11,3822.0,4140.0,29.0,3806.0
8219,12,9,6,09-12-2006,12,3793.0,4132.0,30.67,3822.0
8220,12,9,6,09-12-2006,13,3712.0,4076.0,31.0,3793.0
8221,12,9,6,09-12-2006,14,3655.0,4039.0,32.0,3712.0
8222,12,9,6,09-12-2006,15,3605.0,3986.0,32.67,3655.0
8223,12,9,6,09-12-2006,16,3667.0,4012.0,32.67,3605.0
8224,12,9,6,09-12-2006,17,4036.0,4365.0,32.67,3667.0
8225,12,9,6,09-12-2006,18,4228.0,4566.0,32.0,4036.0
8226,12,9,6,09-12-2006,19,4133.0,4477.0,30.33,4228.0
8227,12,9,6,09-12-2006,20,3988.0,4340.0,30.33,4133.0
8228,12,9,6,09-12-2006,21,3847.0,4188.0,30.0,3988.0
8229,12,9,6,09-12-2006,22,3640.0,3951.0,29.0,3847.0
8230,12,9,6,09-12-2006,23,3330.0,3598.0,29.33,3640.0
8231,12,9,6,09-12-2006,24,3021.0,3250.0,30.67,3330.0
8232,12,10,7,10-12-2006,1,2790.0,3002.0,31.33,3021.0
8233,12,10,7,10-12-2006,2,2660.0,2879.0,31.67,2790.0
8234,12,10,7,10-12-2006,3,2593.0,2817.0,32.0,2660.0
8235,12,10,7,10-12-2006,4,2562.0,2793.0,32.33,2593.0
8236,12,10,7,10-12-2006,5,2587.0,2829.0,31.0,2562.0
8237,12,10,7,10-12-2006,6,2666.0,2951.0,30.67,2587.0
8238,12,10,7,10-12-2006,7,2829.0,3187.0,31.0,2666.0
8239,12,10,7,10-12-2006,8,3036.0,3428.0,31.67,2829.0
8240,12,10,7,10-12-2006,9,3285.0,3676.0,31.0,3036.0
8241,12,10,7,10-12-2006,10,3407.0,3806.0,35.0,3285.0
8242,12,10,7,10-12-2006,11,3434.0,3822.0,38.33,3407.0
8243,12,10,7,10-12-2006,12,3430.0,3793.0,41.0,3434.0
8244,12,10,7,10-12-2006,13,3380.0,3712.0,41.67,3430.0
8245,12,10,7,10-12-2006,14,3320.0,3655.0,44.33,3380.0
8246,12,10,7,10-12-2006,15,3296.0,3605.0,45.67,3320.0
8247,12,10,7,10-12-2006,16,3377.0,3667.0,45.67,3296.0
8248,12,10,7,10-12-2006,17,3863.0,4036.0,44.0,3377.0
8249,12,10,7,10-12-2006,18,4156.0,4228.0,40.0,3863.0
8250,12,10,7,10-12-2006,19,4118.0,4133.0,34.0,4156.0
8251,12,10,7,10-12-2006,20,4010.0,3988.0,33.0,4118.0
8252,12,10,7,10-12-2006,21,3828.0,3847.0,33.33,4010.0
8253,12,10,7,10-12-2006,22,3511.0,3640.0,29.67,3828.0
8254,12,10,7,10-12-2006,23,3119.0,3330.0,28.0,3511.0
8255,12,10,7,10-12-2006,24,2803.0,3021.0,28.67,3119.0
8256,12,11,1,11-12-2006,1,2607.0,2790.0,28.67,2803.0
8257,12,11,1,11-12-2006,2,2531.0,2660.0,28.33,2607.0
8258,12,11,1,11-12-2006,3,2499.0,2593.0,28.33,2531.0
8259,12,11,1,11-12-2006,4,2506.0,2562.0,28.67,2499.0
8260,12,11,1,11-12-2006,5,2618.0,2587.0,30.0,2506.0
8261,12,11,1,11-12-2006,6,2950.0,2666.0,30.0,2618.0
8262,12,11,1,11-12-2006,7,3526.0,2829.0,30.67,2950.0
8263,12,11,1,11-12-2006,8,3822.0,3036.0,31.33,3526.0
8264,12,11,1,11-12-2006,9,3844.0,3285.0,32.33,3822.0
8265,12,11,1,11-12-2006,10,3854.0,3407.0,34.0,3844.0
8266,12,11,1,11-12-2006,11,3871.0,3434.0,34.67,3854.0
8267,12,11,1,11-12-2006,12,3860.0,3430.0,36.67,3871.0
8268,12,11,1,11-12-2006,13,3812.0,3380.0,38.33,3860.0
8269,12,11,1,11-12-2006,14,3809.0,3320.0,39.67,3812.0
8270,12,11,1,11-12-2006,15,3779.0,3296.0,40.0,3809.0
8271,12,11,1,11-12-2006,16,3809.0,3377.0,40.33,3779.0
8272,12,11,1,11-12-2006,17,4180.0,3863.0,38.67,3809.0
8273,12,11,1,11-12-2006,18,4432.0,4156.0,36.67,4180.0
8274,12,11,1,11-12-2006,19,4406.0,4118.0,36.33,4432.0
8275,12,11,1,11-12-2006,20,4292.0,4010.0,34.67,4406.0
8276,12,11,1,11-12-2006,21,4091.0,3828.0,31.67,4292.0
8277,12,11,1,11-12-2006,22,3769.0,3511.0,31.33,4091.0
8278,12,11,1,11-12-2006,23,3333.0,3119.0,30.33,3769.0
8279,12,11,1,11-12-2006,24,2968.0,2803.0,28.0,3333.0
8280,12,12,2,12-12-2006,1,2764.0,2607.0,28.0,2968.0
8281,12,12,2,12-12-2006,2,2677.0,2531.0,27.0,2764.0
8282,12,12,2,12-12-2006,3,2651.0,2499.0,27.33,2677.0
8283,12,12,2,12-12-2006,4,2665.0,2506.0,28.0,2651.0
8284,12,12,2,12-12-2006,5,2766.0,2618.0,24.33,2665.0
8285,12,12,2,12-12-2006,6,3092.0,2950.0,23.67,2766.0
8286,12,12,2,12-12-2006,7,3678.0,3526.0,22.0,3092.0
8287,12,12,2,12-12-2006,8,3903.0,3822.0,21.67,3678.0
8288,12,12,2,12-12-2006,9,3885.0,3844.0,23.67,3903.0
8289,12,12,2,12-12-2006,10,3843.0,3854.0,28.0,3885.0
8290,12,12,2,12-12-2006,11,3808.0,3871.0,34.0,3843.0
8291,12,12,2,12-12-2006,12,3729.0,3860.0,36.0,3808.0
8292,12,12,2,12-12-2006,13,3674.0,3812.0,38.33,3729.0
8293,12,12,2,12-12-2006,14,3664.0,3809.0,40.0,3674.0
8294,12,12,2,12-12-2006,15,3659.0,3779.0,40.33,3664.0
8295,12,12,2,12-12-2006,16,3711.0,3809.0,40.33,3659.0
8296,12,12,2,12-12-2006,17,4132.0,4180.0,38.33,3711.0
8297,12,12,2,12-12-2006,18,4443.0,4432.0,36.0,4132.0
8298,12,12,2,12-12-2006,19,4419.0,4406.0,34.33,4443.0
8299,12,12,2,12-12-2006,20,4289.0,4292.0,33.0,4419.0
8300,12,12,2,12-12-2006,21,4115.0,4091.0,32.0,4289.0
8301,12,12,2,12-12-2006,22,3788.0,3769.0,32.33,4115.0
8302,12,12,2,12-12-2006,23,3343.0,3333.0,33.33,3788.0
8303,12,12,2,12-12-2006,24,2972.0,2968.0,35.0,3343.0
8304,12,13,3,13-12-2006,1,2748.0,2764.0,36.33,2972.0
8305,12,13,3,13-12-2006,2,2641.0,2677.0,38.0,2748.0
8306,12,13,3,13-12-2006,3,2590.0,2651.0,38.67,2641.0
8307,12,13,3,13-12-2006,4,2581.0,2665.0,38.33,2590.0
8308,12,13,3,13-12-2006,5,2675.0,2766.0,37.67,2581.0
8309,12,13,3,13-12-2006,6,2983.0,3092.0,39.0,2675.0
8310,12,13,3,13-12-2006,7,3504.0,3678.0,39.33,2983.0
8311,12,13,3,13-12-2006,8,3817.0,3903.0,40.33,3504.0
8312,12,13,3,13-12-2006,9,3799.0,3885.0,41.33,3817.0
8313,12,13,3,13-12-2006,10,3814.0,3843.0,42.33,3799.0
8314,12,13,3,13-12-2006,11,3837.0,3808.0,42.67,3814.0
8315,12,13,3,13-12-2006,12,3835.0,3729.0,43.33,3837.0
8316,12,13,3,13-12-2006,13,3804.0,3674.0,43.67,3835.0
8317,12,13,3,13-12-2006,14,3794.0,3664.0,44.0,3804.0
8318,12,13,3,13-12-2006,15,3796.0,3659.0,44.0,3794.0
8319,12,13,3,13-12-2006,16,3871.0,3711.0,43.67,3796.0
8320,12,13,3,13-12-2006,17,4167.0,4132.0,43.67,3871.0
8321,12,13,3,13-12-2006,18,4308.0,4443.0,43.33,4167.0
8322,12,13,3,13-12-2006,19,4250.0,4419.0,43.67,4308.0
8323,12,13,3,13-12-2006,20,4115.0,4289.0,43.67,4250.0
8324,12,13,3,13-12-2006,21,3919.0,4115.0,42.67,4115.0
8325,12,13,3,13-12-2006,22,3607.0,3788.0,42.67,3919.0
8326,12,13,3,13-12-2006,23,3158.0,3343.0,42.67,3607.0
8327,12,13,3,13-12-2006,24,2795.0,2972.0,42.0,3158.0
8328,12,14,4,14-12-2006,1,2575.0,2748.0,41.67,2795.0
8329,12,14,4,14-12-2006,2,2477.0,2641.0,42.33,2575.0
8330,12,14,4,14-12-2006,3,2430.0,2590.0,41.0,2477.0
8331,12,14,4,14-12-2006,4,2432.0,2581.0,40.33,2430.0
8332,12,14,4,14-12-2006,5,2539.0,2675.0,39.67,2432.0
8333,12,14,4,14-12-2006,6,2858.0,2983.0,38.67,2539.0
8334,12,14,4,14-12-2006,7,3439.0,3504.0,38.0,2858.0
8335,12,14,4,14-12-2006,8,3684.0,3817.0,37.33,3439.0
8336,12,14,4,14-12-2006,9,3669.0,3799.0,37.33,3684.0
8337,12,14,4,14-12-2006,10,3641.0,3814.0,40.33,3669.0
8338,12,14,4,14-12-2006,11,3635.0,3837.0,45.33,3641.0
8339,12,14,4,14-12-2006,12,3611.0,3835.0,49.0,3635.0
8340,12,14,4,14-12-2006,13,3532.0,3804.0,51.33,3611.0
8341,12,14,4,14-12-2006,14,3525.0,3794.0,53.67,3532.0
8342,12,14,4,14-12-2006,15,3504.0,3796.0,54.33,3525.0
8343,12,14,4,14-12-2006,16,3558.0,3871.0,53.67,3504.0
8344,12,14,4,14-12-2006,17,3965.0,4167.0,51.33,3558.0
8345,12,14,4,14-12-2006,18,4198.0,4308.0,48.0,3965.0
8346,12,14,4,14-12-2006,19,4164.0,4250.0,46.67,4198.0
8347,12,14,4,14-12-2006,20,4085.0,4115.0,46.33,4164.0
8348,12,14,4,14-12-2006,21,3912.0,3919.0,42.67,4085.0
8349,12,14,4,14-12-2006,22,3616.0,3607.0,42.0,3912.0
8350,12,14,4,14-12-2006,23,3191.0,3158.0,42.0,3616.0
8351,12,14,4,14-12-2006,24,2812.0,2795.0,43.0,3191.0
8352,12,15,5,15-12-2006,1,2593.0,2575.0,41.0,2812.0
8353,12,15,5,15-12-2006,2,2498.0,2477.0,40.33,2593.0
8354,12,15,5,15-12-2006,3,2457.0,2430.0,38.67,2498.0
8355,12,15,5,15-12-2006,4,2457.0,2432.0,38.33,2457.0
8356,12,15,5,15-12-2006,5,2558.0,2539.0,39.33,2457.0
8357,12,15,5,15-12-2006,6,2872.0,2858.0,38.33,2558.0
8358,12,15,5,15-12-2006,7,3412.0,3439.0,43.33,2872.0
8359,12,15,5,15-12-2006,8,3703.0,3684.0,43.67,3412.0
8360,12,15,5,15-12-2006,9,3749.0,3669.0,44.33,3703.0
8361,12,15,5,15-12-2006,10,3747.0,3641.0,45.0,3749.0
8362,12,15,5,15-12-2006,11,3765.0,3635.0,46.33,3747.0
8363,12,15,5,15-12-2006,12,3746.0,3611.0,46.33,3765.0
8364,12,15,5,15-12-2006,13,3684.0,3532.0,47.0,3746.0
8365,12,15,5,15-12-2006,14,3658.0,3525.0,48.0,3684.0
8366,12,15,5,15-12-2006,15,3633.0,3504.0,46.67,3658.0
8367,12,15,5,15-12-2006,16,3681.0,3558.0,46.33,3633.0
8368,12,15,5,15-12-2006,17,3977.0,3965.0,47.0,3681.0
8369,12,15,5,15-12-2006,18,4122.0,4198.0,42.0,3977.0
8370,12,15,5,15-12-2006,19,4040.0,4164.0,40.0,4122.0
8371,12,15,5,15-12-2006,20,3900.0,4085.0,38.0,4040.0
8372,12,15,5,15-12-2006,21,3748.0,3912.0,40.33,3900.0
8373,12,15,5,15-12-2006,22,3534.0,3616.0,39.0,3748.0
8374,12,15,5,15-12-2006,23,3206.0,3191.0,39.0,3534.0
8375,12,15,5,15-12-2006,24,2849.0,2812.0,38.67,3206.0
8376,12,16,6,16-12-2006,1,2611.0,2593.0,37.0,2849.0
8377,12,16,6,16-12-2006,2,2490.0,2498.0,37.0,2611.0
8378,12,16,6,16-12-2006,3,2413.0,2457.0,37.33,2490.0
8379,12,16,6,16-12-2006,4,2398.0,2457.0,38.0,2413.0
8380,12,16,6,16-12-2006,5,2448.0,2558.0,38.0,2398.0
8381,12,16,6,16-12-2006,6,2580.0,2872.0,39.33,2448.0
8382,12,16,6,16-12-2006,7,2814.0,3412.0,39.67,2580.0
8383,12,16,6,16-12-2006,8,3090.0,3703.0,41.67,2814.0
8384,12,16,6,16-12-2006,9,3339.0,3749.0,40.67,3090.0
8385,12,16,6,16-12-2006,10,3452.0,3747.0,42.33,3339.0
8386,12,16,6,16-12-2006,11,3483.0,3765.0,45.0,3452.0
8387,12,16,6,16-12-2006,12,3466.0,3746.0,46.33,3483.0
8388,12,16,6,16-12-2006,13,3396.0,3684.0,47.33,3466.0
8389,12,16,6,16-12-2006,14,3332.0,3658.0,47.0,3396.0
8390,12,16,6,16-12-2006,15,3298.0,3633.0,48.0,3332.0
8391,12,16,6,16-12-2006,16,3371.0,3681.0,47.0,3298.0
8392,12,16,6,16-12-2006,17,3747.0,3977.0,44.67,3371.0
8393,12,16,6,16-12-2006,18,3954.0,4122.0,43.33,3747.0
8394,12,16,6,16-12-2006,19,3866.0,4040.0,41.0,3954.0
8395,12,16,6,16-12-2006,20,3750.0,3900.0,40.0,3866.0
8396,12,16,6,16-12-2006,21,3628.0,3748.0,38.0,3750.0
8397,12,16,6,16-12-2006,22,3439.0,3534.0,36.33,3628.0
8398,12,16,6,16-12-2006,23,3160.0,3206.0,34.0,3439.0
8399,12,16,6,16-12-2006,24,2869.0,2849.0,33.0,3160.0
8400,12,17,7,17-12-2006,1,2647.0,2611.0,31.0,2869.0
8401,12,17,7,17-12-2006,2,2516.0,2490.0,32.0,2647.0
8402,12,17,7,17-12-2006,3,2448.0,2413.0,33.0,2516.0
8403,12,17,7,17-12-2006,4,2422.0,2398.0,33.67,2448.0
8404,12,17,7,17-12-2006,5,2448.0,2448.0,33.33,2422.0
8405,12,17,7,17-12-2006,6,2532.0,2580.0,32.67,2448.0
8406,12,17,7,17-12-2006,7,2707.0,2814.0,34.67,2532.0
8407,12,17,7,17-12-2006,8,2964.0,3090.0,34.67,2707.0
8408,12,17,7,17-12-2006,9,3239.0,3339.0,35.33,2964.0
8409,12,17,7,17-12-2006,10,3415.0,3452.0,37.0,3239.0
8410,12,17,7,17-12-2006,11,3457.0,3483.0,39.67,3415.0
8411,12,17,7,17-12-2006,12,3467.0,3466.0,41.67,3457.0
8412,12,17,7,17-12-2006,13,3460.0,3396.0,45.0,3467.0
8413,12,17,7,17-12-2006,14,3402.0,3332.0,48.0,3460.0
8414,12,17,7,17-12-2006,15,3360.0,3298.0,48.67,3402.0
8415,12,17,7,17-12-2006,16,3434.0,3371.0,49.67,3360.0
8416,12,17,7,17-12-2006,17,3834.0,3747.0,48.67,3434.0
8417,12,17,7,17-12-2006,18,4064.0,3954.0,46.67,3834.0
8418,12,17,7,17-12-2006,19,4026.0,3866.0,45.67,4064.0
8419,12,17,7,17-12-2006,20,3917.0,3750.0,44.33,4026.0
8420,12,17,7,17-12-2006,21,3753.0,3628.0,43.33,3917.0
8421,12,17,7,17-12-2006,22,3449.0,3439.0,41.33,3753.0
8422,12,17,7,17-12-2006,23,3057.0,3160.0,41.33,3449.0
8423,12,17,7,17-12-2006,24,2731.0,2869.0,38.0,3057.0
8424,12,18,1,18-12-2006,1,2514.0,2647.0,36.67,2731.0
8425,12,18,1,18-12-2006,2,2422.0,2516.0,37.67,2514.0
8426,12,18,1,18-12-2006,3,2392.0,2448.0,36.0,2422.0
8427,12,18,1,18-12-2006,4,2407.0,2422.0,36.33,2392.0
8428,12,18,1,18-12-2006,5,2504.0,2448.0,37.0,2407.0
8429,12,18,1,18-12-2006,6,2863.0,2532.0,35.0,2504.0
8430,12,18,1,18-12-2006,7,3433.0,2707.0,36.33,2863.0
8431,12,18,1,18-12-2006,8,3738.0,2964.0,35.33,3433.0
8432,12,18,1,18-12-2006,9,3760.0,3239.0,35.0,3738.0
8433,12,18,1,18-12-2006,10,3763.0,3415.0,39.33,3760.0
8434,12,18,1,18-12-2006,11,3791.0,3457.0,40.0,3763.0
8435,12,18,1,18-12-2006,12,3785.0,3467.0,43.0,3791.0
8436,12,18,1,18-12-2006,13,3746.0,3460.0,44.33,3785.0
8437,12,18,1,18-12-2006,14,3711.0,3402.0,45.33,3746.0
8438,12,18,1,18-12-2006,15,3679.0,3360.0,46.67,3711.0
8439,12,18,1,18-12-2006,16,3715.0,3434.0,46.33,3679.0
8440,12,18,1,18-12-2006,17,4118.0,3834.0,44.0,3715.0
8441,12,18,1,18-12-2006,18,4418.0,4064.0,42.67,4118.0
8442,12,18,1,18-12-2006,19,4403.0,4026.0,40.0,4418.0
8443,12,18,1,18-12-2006,20,4311.0,3917.0,39.0,4403.0
8444,12,18,1,18-12-2006,21,4132.0,3753.0,37.67,4311.0
8445,12,18,1,18-12-2006,22,3819.0,3449.0,38.67,4132.0
8446,12,18,1,18-12-2006,23,3395.0,3057.0,37.67,3819.0
8447,12,18,1,18-12-2006,24,3005.0,2731.0,37.33,3395.0
8448,12,19,2,19-12-2006,1,2790.0,2514.0,36.33,3005.0
8449,12,19,2,19-12-2006,2,2695.0,2422.0,33.33,2790.0
8450,12,19,2,19-12-2006,3,2658.0,2392.0,31.33,2695.0
8451,12,19,2,19-12-2006,4,2675.0,2407.0,32.33,2658.0
8452,12,19,2,19-12-2006,5,2787.0,2504.0,32.67,2675.0
8453,12,19,2,19-12-2006,6,3107.0,2863.0,31.0,2787.0
8454,12,19,2,19-12-2006,7,3686.0,3433.0,30.67,3107.0
8455,12,19,2,19-12-2006,8,3933.0,3738.0,30.33,3686.0
8456,12,19,2,19-12-2006,9,3936.0,3760.0,31.0,3933.0
8457,12,19,2,19-12-2006,10,3907.0,3763.0,33.33,3936.0
8458,12,19,2,19-12-2006,11,3907.0,3791.0,34.67,3907.0
8459,12,19,2,19-12-2006,12,3877.0,3785.0,35.67,3907.0
8460,12,19,2,19-12-2006,13,3830.0,3746.0,35.33,3877.0
8461,12,19,2,19-12-2006,14,3836.0,3711.0,35.67,3830.0
8462,12,19,2,19-12-2006,15,3810.0,3679.0,36.33,3836.0
8463,12,19,2,19-12-2006,16,3886.0,3715.0,34.67,3810.0
8464,12,19,2,19-12-2006,17,4265.0,4118.0,32.67,3886.0
8465,12,19,2,19-12-2006,18,4547.0,4418.0,30.67,4265.0
8466,12,19,2,19-12-2006,19,4538.0,4403.0,30.0,4547.0
8467,12,19,2,19-12-2006,20,4457.0,4311.0,27.67,4538.0
8468,12,19,2,19-12-2006,21,4292.0,4132.0,25.67,4457.0
8469,12,19,2,19-12-2006,22,3985.0,3819.0,25.33,4292.0
8470,12,19,2,19-12-2006,23,3555.0,3395.0,24.0,3985.0
8471,12,19,2,19-12-2006,24,3173.0,3005.0,25.33,3555.0
8472,12,20,3,20-12-2006,1,2944.0,2790.0,22.67,3173.0
8473,12,20,3,20-12-2006,2,2842.0,2695.0,24.33,2944.0
8474,12,20,3,20-12-2006,3,2808.0,2658.0,24.0,2842.0
8475,12,20,3,20-12-2006,4,2823.0,2675.0,22.67,2808.0
8476,12,20,3,20-12-2006,5,2921.0,2787.0,20.33,2823.0
8477,12,20,3,20-12-2006,6,3254.0,3107.0,20.67,2921.0
8478,12,20,3,20-12-2006,7,3817.0,3686.0,20.67,3254.0
8479,12,20,3,20-12-2006,8,4050.0,3933.0,20.0,3817.0
8480,12,20,3,20-12-2006,9,4032.0,3936.0,21.33,4050.0
8481,12,20,3,20-12-2006,10,3988.0,3907.0,27.33,4032.0
8482,12,20,3,20-12-2006,11,3967.0,3907.0,30.33,3988.0
8483,12,20,3,20-12-2006,12,3891.0,3877.0,33.33,3967.0
8484,12,20,3,20-12-2006,13,3817.0,3830.0,35.67,3891.0
8485,12,20,3,20-12-2006,14,3797.0,3836.0,37.67,3817.0
8486,12,20,3,20-12-2006,15,3771.0,3810.0,39.0,3797.0
8487,12,20,3,20-12-2006,16,3820.0,3886.0,39.33,3771.0
8488,12,20,3,20-12-2006,17,4215.0,4265.0,38.0,3820.0
8489,12,20,3,20-12-2006,18,4492.0,4547.0,35.67,4215.0
8490,12,20,3,20-12-2006,19,4475.0,4538.0,35.0,4492.0
8491,12,20,3,20-12-2006,20,4398.0,4457.0,35.33,4475.0
8492,12,20,3,20-12-2006,21,4250.0,4292.0,33.67,4398.0
8493,12,20,3,20-12-2006,22,3950.0,3985.0,33.33,4250.0
8494,12,20,3,20-12-2006,23,3488.0,3555.0,34.33,3950.0
8495,12,20,3,20-12-2006,24,3124.0,3173.0,34.67,3488.0
8496,12,21,4,21-12-2006,1,2861.0,2944.0,35.33,3124.0
8497,12,21,4,21-12-2006,2,2765.0,2842.0,36.0,2861.0
8498,12,21,4,21-12-2006,3,2697.0,2808.0,37.33,2765.0
8499,12,21,4,21-12-2006,4,2678.0,2823.0,38.33,2697.0
8500,12,21,4,21-12-2006,5,2777.0,2921.0,38.0,2678.0
8501,12,21,4,21-12-2006,6,3080.0,3254.0,37.33,2777.0
8502,12,21,4,21-12-2006,7,3629.0,3817.0,36.33,3080.0
8503,12,21,4,21-12-2006,8,3909.0,4050.0,36.67,3629.0
8504,12,21,4,21-12-2006,9,3919.0,4032.0,37.0,3909.0
8505,12,21,4,21-12-2006,10,3875.0,3988.0,39.67,3919.0
8506,12,21,4,21-12-2006,11,3834.0,3967.0,42.33,3875.0
8507,12,21,4,21-12-2006,12,3768.0,3891.0,42.33,3834.0
8508,12,21,4,21-12-2006,13,3700.0,3817.0,48.0,3768.0
8509,12,21,4,21-12-2006,14,3665.0,3797.0,47.67,3700.0
8510,12,21,4,21-12-2006,15,3656.0,3771.0,48.0,3665.0
8511,12,21,4,21-12-2006,16,3701.0,3820.0,46.67,3656.0
8512,12,21,4,21-12-2006,17,4091.0,4215.0,44.33,3701.0
8513,12,21,4,21-12-2006,18,4369.0,4492.0,40.67,4091.0
8514,12,21,4,21-12-2006,19,4361.0,4475.0,38.0,4369.0
