monthofyear,weekday,Date,Hour,load,prevload,temp,humid,windspd
12,7,12/12/2010,14,3713.0,3462.0,25.0,50.0,16.65
12,7,12/12/2010,15,3694.0,3419.0,25.33,43.0,15.43
12,7,12/12/2010,16,3753.0,3473.0,25.0,47.0,14.85
12,7,12/12/2010,17,4005.0,3828.0,25.0,47.0,11.1
12,7,12/12/2010,18,4094.0,4003.0,24.0,45.33,9.3
12,7,12/12/2010,19,3999.0,3915.0,23.0,53.0,7.45
12,7,12/12/2010,20,3842.0,3785.0,23.0,53.0,5.6
12,7,12/12/2010,21,3634.0,3654.0,22.0,55.67,4.33
12,7,12/12/2010,22,3331.0,3463.0,22.5,55.0,7.4
12,7,12/12/2010,23,2972.0,3197.0,22.0,57.0,5.6
12,7,12/12/2010,24,2701.0,2940.0,20.67,62.0,2.47
12,1,13/12/2010,1,2511.0,2761.0,23.0,50.0,0.0
12,1,13/12/2010,2,2418.0,2647.0,22.5,58.5,0.0
12,1,13/12/2010,3,2380.0,2592.0,19.67,67.0,0.0
12,1,13/12/2010,4,2383.0,2562.0,21.5,56.5,0.0
12,1,13/12/2010,5,2473.0,2607.0,21.0,64.0,0.0
12,1,13/12/2010,6,2761.0,2671.0,19.0,66.67,0.0
12,1,13/12/2010,7,3262.0,2823.0,20.0,64.0,0.0
12,1,13/12/2010,8,3581.0,3056.0,21.0,60.0,0.0
12,1,13/12/2010,9,3619.0,3325.0,19.0,72.0,3.7
12,1,13/12/2010,10,3671.0,3533.0,23.5,53.0,5.6
12,1,13/12/2010,11,3723.0,3665.0,25.0,50.0,7.4
12,1,13/12/2010,12,3731.0,3723.0,29.0,33.5,2.8
12,1,13/12/2010,13,3721.0,3747.0,29.5,37.5,9.25
12,1,13/12/2010,14,3726.0,3713.0,29.0,45.0,12.05
12,1,13/12/2010,15,3719.0,3694.0,28.67,43.0,14.83
12,1,13/12/2010,16,3797.0,3753.0,29.5,38.5,12.95
12,1,13/12/2010,17,4062.0,4005.0,0.0,0.0,0.0
12,1,13/12/2010,18,4230.0,4094.0,29.33,30.0,7.4
12,1,13/12/2010,19,4198.0,3999.0,27.5,37.0,6.5
12,1,13/12/2010,20,4097.0,3842.0,26.0,47.0,5.6
12,1,13/12/2010,21,3906.0,3634.0,24.67,55.0,3.1
12,1,13/12/2010,22,3590.0,3331.0,25.0,50.5,0.0
12,1,13/12/2010,23,3229.0,2972.0,25.0,44.0,0.0
12,1,13/12/2010,24,2944.0,2701.0,21.5,57.0,0.0
12,2,14/12/2010,1,2742.0,2511.0,25.0,61.0,2.8
12,2,14/12/2010,2,2660.0,2418.0,24.0,63.0,7.4
12,2,14/12/2010,3,2634.0,2380.0,22.5,65.0,2.8
12,2,14/12/2010,4,2651.0,2383.0,23.0,78.0,9.25
12,2,14/12/2010,5,2745.0,2473.0,23.0,80.5,5.55
12,2,14/12/2010,6,3061.0,2761.0,22.33,78.0,0.0
12,2,14/12/2010,7,3584.0,3262.0,22.0,78.0,0.0
12,2,14/12/2010,8,3820.0,3581.0,22.0,75.5,5.6
12,2,14/12/2010,9,3837.0,3619.0,22.0,73.0,0.0
12,2,14/12/2010,10,3856.0,3671.0,24.5,59.0,0.0
12,2,14/12/2010,11,3865.0,3723.0,27.0,54.0,11.1
12,2,14/12/2010,12,3851.0,3731.0,28.0,45.0,10.2
12,2,14/12/2010,13,3813.0,3721.0,29.0,51.5,14.85
12,2,14/12/2010,14,3812.0,3726.0,28.5,62.0,18.55
12,2,14/12/2010,15,3816.0,3719.0,28.33,57.67,12.97
12,2,14/12/2010,16,3891.0,3797.0,29.0,48.0,15.75
12,2,14/12/2010,17,4252.0,4062.0,28.5,43.5,14.8
12,2,14/12/2010,18,4486.0,4230.0,27.67,50.67,11.13
12,2,14/12/2010,19,4458.0,4198.0,26.5,57.5,12.05
12,2,14/12/2010,20,4357.0,4097.0,25.0,69.0,11.1
12,2,14/12/2010,21,4198.0,3906.0,24.5,73.5,6.5
12,2,14/12/2010,22,3931.0,3590.0,24.0,83.0,8.35
12,2,14/12/2010,23,3544.0,3229.0,24.0,83.0,8.35
12,2,14/12/2010,24,3228.0,2944.0,23.67,84.0,8.03
12,3,15/12/2010,1,3023.0,2742.0,28.5,45.0,2.8
12,3,15/12/2010,2,2934.0,2660.0,26.5,49.5,7.4
12,3,15/12/2010,3,2895.0,2634.0,24.33,62.33,0.0
12,3,15/12/2010,4,2911.0,2651.0,26.5,51.0,2.8
12,3,15/12/2010,5,3008.0,2745.0,25.5,54.0,3.7
12,3,15/12/2010,6,3300.0,3061.0,23.33,62.67,0.0
12,3,15/12/2010,7,3822.0,3584.0,25.0,52.0,2.8
12,3,15/12/2010,8,4040.0,3820.0,25.0,47.0,0.0
12,3,15/12/2010,9,4039.0,3837.0,24.0,47.5,1.85
12,3,15/12/2010,10,4007.0,3856.0,30.5,28.0,1.85
12,3,15/12/2010,11,4009.0,3865.0,33.5,22.5,5.55
12,3,15/12/2010,12,4039.0,3851.0,35.0,24.0,9.27
12,3,15/12/2010,13,4032.0,3813.0,35.0,32.0,12.95
12,3,15/12/2010,14,4030.0,3812.0,36.0,30.0,13.0
12,3,15/12/2010,15,4006.0,3816.0,36.67,20.0,16.67
12,3,15/12/2010,16,4056.0,3891.0,35.5,23.0,21.3
12,3,15/12/2010,17,4391.0,4252.0,35.5,25.5,18.5
12,3,15/12/2010,18,4597.0,4486.0,35.0,21.67,16.67
12,3,15/12/2010,19,4549.0,4458.0,34.5,22.5,18.5
12,3,15/12/2010,20,4467.0,4357.0,33.5,26.0,16.7
12,3,15/12/2010,21,4302.0,4198.0,32.67,26.67,16.67
12,3,15/12/2010,22,4028.0,3931.0,32.5,33.5,12.95
12,3,15/12/2010,23,3632.0,3544.0,31.0,34.0,6.5
12,3,15/12/2010,24,3305.0,3228.0,29.33,40.67,1.87
12,4,16/12/2010,1,3099.0,3023.0,28.0,79.0,5.6
12,4,16/12/2010,2,3003.0,2934.0,28.0,79.0,3.7
12,4,16/12/2010,3,2966.0,2895.0,27.33,78.67,1.87
12,4,16/12/2010,4,2967.0,2911.0,27.5,81.5,3.7
12,4,16/12/2010,5,3055.0,3008.0,27.5,81.5,7.4
12,4,16/12/2010,6,3363.0,3300.0,27.0,78.67,0.0
12,4,16/12/2010,7,3895.0,3822.0,27.0,79.0,0.0
12,4,16/12/2010,8,4127.0,4040.0,28.0,79.0,6.5
12,4,16/12/2010,9,4106.0,4039.0,29.0,69.0,11.1
12,4,16/12/2010,10,4082.0,4007.0,29.0,81.5,10.2
12,4,16/12/2010,11,4044.0,4009.0,30.5,64.0,12.95
12,4,16/12/2010,12,4011.0,4039.0,32.0,58.67,16.67
12,4,16/12/2010,13,3961.0,4032.0,31.0,70.0,20.4
12,4,16/12/2010,14,3942.0,4030.0,31.0,75.0,18.5
12,4,16/12/2010,15,3921.0,4006.0,31.0,70.33,17.27
12,4,16/12/2010,16,3966.0,4056.0,30.0,76.5,17.6
12,4,16/12/2010,17,4296.0,4391.0,30.0,76.5,17.6
12,4,16/12/2010,18,4510.0,4597.0,30.0,72.5,14.8
12,4,16/12/2010,19,4506.0,4549.0,29.0,74.0,17.6
12,4,16/12/2010,20,4418.0,4467.0,29.0,74.0,13.9
12,4,16/12/2010,21,4253.0,4302.0,28.33,77.33,8.67
12,4,16/12/2010,22,3994.0,4028.0,29.0,74.0,7.45
12,4,16/12/2010,23,3614.0,3632.0,28.0,84.0,7.45
12,4,16/12/2010,24,3302.0,3305.0,28.0,82.33,5.57
12,5,17/12/2010,1,3096.0,3099.0,29.0,76.5,2.8
12,5,17/12/2010,2,3001.0,3003.0,29.0,74.0,4.65
12,5,17/12/2010,3,2952.0,2966.0,28.67,79.0,3.73
12,5,17/12/2010,4,2963.0,2967.0,29.0,79.0,6.5
12,5,17/12/2010,5,3049.0,3055.0,28.0,84.0,2.8
12,5,17/12/2010,6,3349.0,3363.0,28.0,83.0,0.0
12,5,17/12/2010,7,3859.0,3895.0,28.5,81.5,0.0
12,5,17/12/2010,8,4086.0,4127.0,29.0,79.0,0.0
12,5,17/12/2010,9,4069.0,4106.0,29.33,75.67,1.87
12,5,17/12/2010,10,4061.0,4082.0,31.0,66.0,0.0
12,5,17/12/2010,11,4025.0,4044.0,30.5,77.0,9.3
12,5,17/12/2010,12,3973.0,4011.0,31.33,75.0,11.1
12,5,17/12/2010,13,3931.0,3961.0,31.5,77.0,15.75
12,5,17/12/2010,14,3878.0,3942.0,32.0,79.0,14.8
12,5,17/12/2010,15,3832.0,3921.0,32.0,75.0,19.13
12,5,17/12/2010,16,3879.0,3966.0,32.5,72.5,17.6
12,5,17/12/2010,17,4222.0,4296.0,31.5,77.0,18.55
12,5,17/12/2010,18,4408.0,4510.0,32.5,63.5,13.9
12,5,17/12/2010,19,4351.0,4506.0,30.5,79.5,15.75
12,5,17/12/2010,20,4206.0,4418.0,29.5,81.5,16.65
12,5,17/12/2010,21,4101.0,4253.0,29.0,81.67,9.9
12,5,17/12/2010,22,3945.0,3994.0,29.0,84.0,13.9
12,5,17/12/2010,23,3658.0,3614.0,29.0,84.0,14.8
12,5,17/12/2010,24,3346.0,3302.0,29.0,83.0,10.53
12,6,18/12/2010,1,3119.0,3096.0,29.0,89.0,16.7
12,6,18/12/2010,2,3003.0,3001.0,29.0,89.0,16.65
12,6,18/12/2010,3,2951.0,2952.0,29.0,84.67,16.03
12,6,18/12/2010,4,2942.0,2963.0,29.0,89.0,16.7
12,6,18/12/2010,5,2993.0,3049.0,29.0,89.0,18.55
12,6,18/12/2010,6,3113.0,3349.0,29.0,85.67,17.27
12,6,18/12/2010,7,3359.0,3859.0,29.0,89.0,18.5
12,6,18/12/2010,8,3605.0,4086.0,29.0,89.0,20.4
12,6,18/12/2010,9,3816.0,4069.0,29.67,82.0,17.9
12,6,18/12/2010,10,3903.0,4061.0,30.0,84.0,15.75
12,6,18/12/2010,11,3872.0,4025.0,31.0,84.0,16.7
12,6,18/12/2010,12,3794.0,3973.0,31.33,77.67,20.97
12,6,18/12/2010,13,3692.0,3931.0,31.0,84.0,24.05
12,6,18/12/2010,14,3599.0,3878.0,31.5,81.5,21.3
12,6,18/12/2010,15,3550.0,3832.0,32.0,71.5,21.3
12,6,18/12/2010,16,3592.0,3879.0,31.0,75.0,15.75
12,6,18/12/2010,17,3944.0,4222.0,29.0,89.0,16.7
12,6,18/12/2010,18,4136.0,4408.0,30.0,78.33,12.37
12,6,18/12/2010,19,4062.0,4351.0,30.0,84.0,16.7
12,6,18/12/2010,20,3955.0,4206.0,30.0,79.0,22.2
12,6,18/12/2010,21,3832.0,4101.0,29.67,81.67,17.27
12,6,18/12/2010,22,3661.0,3945.0,29.0,86.5,14.85
12,6,18/12/2010,23,3399.0,3658.0,0.0,0.0,0.0
12,6,18/12/2010,24,3143.0,3346.0,29.33,83.67,16.67
12,7,19/12/2010,1,2920.0,3119.0,27.0,94.0,17.6
12,7,19/12/2010,2,2806.0,3003.0,27.0,94.0,18.5
12,7,19/12/2010,3,2761.0,2951.0,27.5,88.5,13.0
12,7,19/12/2010,4,2746.0,2942.0,28.0,89.0,22.2
12,7,19/12/2010,5,2776.0,2993.0,28.0,89.0,18.5
12,7,19/12/2010,6,2885.0,3113.0,27.0,91.5,15.75
12,7,19/12/2010,7,3075.0,3359.0,28.0,89.0,18.5
12,7,19/12/2010,8,3321.0,3605.0,27.5,91.5,14.8
12,7,19/12/2010,9,3563.0,3816.0,27.0,91.0,12.97
12,7,19/12/2010,10,3695.0,3903.0,26.0,100.0,13.0
12,7,19/12/2010,11,3706.0,3872.0,26.0,94.0,14.8
12,7,19/12/2010,12,3684.0,3794.0,25.0,93.0,11.1
12,7,19/12/2010,13,3653.0,3692.0,24.0,100.0,12.95
12,7,19/12/2010,14,3625.0,3599.0,25.5,97.0,13.9
12,7,19/12/2010,15,3598.0,3550.0,26.0,92.0,12.95
12,7,19/12/2010,16,3657.0,3592.0,26.0,94.0,19.45
12,7,19/12/2010,17,4039.0,3944.0,0.0,0.0,0.0
12,7,19/12/2010,18,4270.0,4136.0,25.0,98.33,11.1
12,7,19/12/2010,19,4230.0,4062.0,25.0,100.0,7.4
12,7,19/12/2010,20,4126.0,3955.0,26.0,94.0,11.1
12,7,19/12/2010,21,3971.0,3832.0,26.0,94.0,16.7
12,7,19/12/2010,22,3723.0,3661.0,26.0,94.0,5.6
12,7,19/12/2010,23,3424.0,3399.0,26.0,94.0,0.0
12,7,19/12/2010,24,3135.0,3143.0,26.5,93.5,10.2
12,1,20/12/2010,1,2909.0,2920.0,28.0,84.0,8.35
12,1,20/12/2010,2,2827.0,2806.0,28.0,86.5,4.65
12,1,20/12/2010,3,2788.0,2761.0,27.67,86.67,3.1
12,1,20/12/2010,4,2816.0,2746.0,28.0,84.0,10.2
12,1,20/12/2010,5,2909.0,2776.0,27.5,86.5,6.5
12,1,20/12/2010,6,3208.0,2885.0,27.0,90.67,1.87
12,1,20/12/2010,7,3726.0,3075.0,27.0,94.0,0.0
12,1,20/12/2010,8,3999.0,3321.0,27.0,94.0,5.6
12,1,20/12/2010,9,4054.0,3563.0,27.5,91.5,5.6
12,1,20/12/2010,10,4077.0,3695.0,27.0,89.0,10.2
12,1,20/12/2010,11,4087.0,3706.0,27.0,89.0,7.4
12,1,20/12/2010,12,4079.0,3684.0,28.0,83.5,2.8
12,1,20/12/2010,13,4008.0,3653.0,29.0,81.5,12.95
12,1,20/12/2010,14,3999.0,3625.0,29.0,81.5,17.6
12,1,20/12/2010,15,4003.0,3598.0,30.33,75.33,14.83
12,1,20/12/2010,16,4108.0,3657.0,29.0,84.0,20.4
12,1,20/12/2010,17,4395.0,4039.0,29.0,79.0,18.5
12,1,20/12/2010,18,4583.0,4270.0,29.67,73.33,16.67
12,1,20/12/2010,19,4556.0,4230.0,29.5,76.5,16.7
12,1,20/12/2010,20,4450.0,4126.0,29.0,79.0,17.6
12,1,20/12/2010,21,4272.0,3971.0,28.67,77.67,12.97
12,1,20/12/2010,22,3965.0,3723.0,29.0,79.0,12.95
12,1,20/12/2010,23,3591.0,3424.0,28.5,79.0,11.1
12,1,20/12/2010,24,3255.0,3135.0,28.0,80.67,7.43
12,2,21/12/2010,1,3024.0,2909.0,27.0,86.5,6.5
12,2,21/12/2010,2,2906.0,2827.0,26.0,89.0,9.25
12,2,21/12/2010,3,2842.0,2788.0,25.5,89.0,0.0
12,2,21/12/2010,4,2843.0,2816.0,25.0,94.0,8.35
12,2,21/12/2010,5,2930.0,2909.0,25.0,94.0,5.6
12,2,21/12/2010,6,3210.0,3208.0,25.0,92.0,10.2
12,2,21/12/2010,7,3703.0,3726.0,25.0,89.0,7.4
12,2,21/12/2010,8,3959.0,3999.0,25.0,89.0,4.65
12,2,21/12/2010,9,3986.0,4054.0,25.0,92.67,6.17
12,2,21/12/2010,10,3997.0,4077.0,25.0,89.0,9.25
12,2,21/12/2010,11,3999.0,4087.0,25.0,89.0,6.5
12,2,21/12/2010,12,3958.0,4079.0,26.0,89.0,6.83
12,2,21/12/2010,13,3892.0,4008.0,27.5,81.5,7.4
12,2,21/12/2010,14,3866.0,3999.0,28.0,74.0,9.25
12,2,21/12/2010,15,3840.0,4003.0,28.0,70.0,6.5
12,2,21/12/2010,16,3884.0,4108.0,28.0,74.0,11.1
12,2,21/12/2010,17,4141.0,4395.0,24.0,89.0,7.4
12,2,21/12/2010,18,4368.0,4583.0,26.0,83.0,9.3
12,2,21/12/2010,19,4339.0,4556.0,25.5,80.5,6.5
12,2,21/12/2010,20,4257.0,4450.0,25.0,94.0,5.6
12,2,21/12/2010,21,4104.0,4272.0,25.0,92.67,6.2
12,2,21/12/2010,22,3834.0,3965.0,25.0,94.0,3.7
12,2,21/12/2010,23,3462.0,3591.0,25.0,89.0,7.4
12,2,21/12/2010,24,3114.0,3255.0,24.67,89.67,6.17
12,3,22/12/2010,1,2887.0,3024.0,28.0,66.0,5.6
12,3,22/12/2010,2,2770.0,2906.0,26.5,72.0,8.35
12,3,22/12/2010,3,2713.0,2842.0,25.67,73.67,4.33
12,3,22/12/2010,4,2707.0,2843.0,27.0,65.5,6.5
12,3,22/12/2010,5,2802.0,2930.0,26.0,69.0,5.55
12,3,22/12/2010,6,3090.0,3210.0,25.0,67.0,2.47
12,3,22/12/2010,7,3585.0,3703.0,27.0,56.0,9.3
12,3,22/12/2010,8,3844.0,3959.0,27.0,54.0,9.3
12,3,22/12/2010,9,3891.0,3986.0,27.67,46.33,4.97
12,3,22/12/2010,10,3908.0,3997.0,29.5,42.5,11.15
12,3,22/12/2010,11,3922.0,3999.0,32.0,33.0,13.0
12,3,22/12/2010,12,3927.0,3958.0,33.33,32.33,6.8
12,3,22/12/2010,13,3886.0,3892.0,34.5,28.0,16.7
12,3,22/12/2010,14,3872.0,3866.0,35.5,27.5,14.8
12,3,22/12/2010,15,3851.0,3840.0,36.0,23.0,9.3
12,3,22/12/2010,16,3908.0,3884.0,36.0,24.0,8.35
12,3,22/12/2010,17,4217.0,4141.0,35.0,26.5,12.05
12,3,22/12/2010,18,4385.0,4368.0,33.67,41.33,9.27
12,3,22/12/2010,19,4351.0,4339.0,32.0,55.0,11.1
12,3,22/12/2010,20,4238.0,4257.0,31.0,53.5,8.35
12,3,22/12/2010,21,4071.0,4104.0,30.0,55.0,4.33
12,3,22/12/2010,22,3797.0,3834.0,30.0,53.0,3.7
12,3,22/12/2010,23,3446.0,3462.0,29.0,55.0,6.5
12,3,22/12/2010,24,3111.0,3114.0,27.67,60.0,3.1
12,4,23/12/2010,1,2873.0,2887.0,27.5,38.0,13.0
12,4,23/12/2010,2,2750.0,2770.0,27.0,37.0,14.8
12,4,23/12/2010,3,2690.0,2713.0,27.0,32.0,10.2
12,4,23/12/2010,4,2693.0,2707.0,27.0,31.0,10.2
12,4,23/12/2010,5,2767.0,2802.0,26.0,33.0,7.45
12,4,23/12/2010,6,3004.0,3090.0,24.33,34.67,7.43
12,4,23/12/2010,7,3405.0,3585.0,25.5,33.0,12.05
12,4,23/12/2010,8,3687.0,3844.0,25.5,32.0,9.25
12,4,23/12/2010,9,3800.0,3891.0,25.5,32.5,7.4
12,4,23/12/2010,10,3875.0,3908.0,28.5,27.5,13.9
12,4,23/12/2010,11,3879.0,3922.0,29.5,29.0,13.9
12,4,23/12/2010,12,3834.0,3927.0,31.33,47.0,10.5
12,4,23/12/2010,13,3753.0,3886.0,32.0,26.5,16.7
12,4,23/12/2010,14,3711.0,3872.0,32.0,27.0,11.1
12,4,23/12/2010,15,3665.0,3851.0,33.0,23.33,9.3
12,4,23/12/2010,16,3701.0,3908.0,33.0,27.0,13.0
12,4,23/12/2010,17,4040.0,4217.0,33.0,26.0,16.7
12,4,23/12/2010,18,4253.0,4385.0,31.67,26.33,8.67
12,4,23/12/2010,19,4201.0,4351.0,29.0,42.0,13.0
12,4,23/12/2010,20,4080.0,4238.0,29.0,42.0,13.9
12,4,23/12/2010,21,3929.0,4071.0,27.67,48.33,8.67
12,4,23/12/2010,22,3710.0,3797.0,28.0,48.0,5.6
12,4,23/12/2010,23,3403.0,3446.0,27.5,42.0,6.5
12,4,23/12/2010,24,3076.0,3111.0,26.33,41.33,8.03
12,5,24/12/2010,1,2838.0,2873.0,25.5,55.5,4.65
12,5,24/12/2010,2,2714.0,2750.0,24.0,61.0,0.0
12,5,24/12/2010,3,2648.0,2690.0,22.33,64.0,0.0
12,5,24/12/2010,4,2639.0,2693.0,23.5,63.0,0.0
12,5,24/12/2010,5,2684.0,2767.0,22.0,69.0,2.8
12,5,24/12/2010,6,2829.0,3004.0,22.0,64.0,0.0
12,5,24/12/2010,7,3071.0,3405.0,22.0,66.5,2.8
12,5,24/12/2010,8,3330.0,3687.0,21.5,64.0,0.0
12,5,24/12/2010,9,3564.0,3800.0,20.5,68.5,2.8
12,5,24/12/2010,10,3672.0,3875.0,26.0,40.5,4.65
12,5,24/12/2010,11,3691.0,3879.0,27.5,34.5,8.35
12,5,24/12/2010,12,3654.0,3834.0,30.0,29.67,4.97
12,5,24/12/2010,13,3573.0,3753.0,31.5,28.0,3.7
12,5,24/12/2010,14,3511.0,3711.0,32.0,26.0,9.3
12,5,24/12/2010,15,3482.0,3665.0,31.33,34.33,12.37
12,5,24/12/2010,16,3497.0,3701.0,31.0,41.5,15.75
12,5,24/12/2010,17,3790.0,4040.0,30.5,40.0,13.0
12,5,24/12/2010,18,3924.0,4253.0,29.0,41.33,12.37
12,5,24/12/2010,19,3766.0,4201.0,27.5,48.0,9.3
12,5,24/12/2010,20,3618.0,4080.0,27.0,49.5,8.35
12,5,24/12/2010,21,3554.0,3929.0,26.33,50.33,6.8
12,5,24/12/2010,22,3467.0,3710.0,27.0,46.5,4.65
12,5,24/12/2010,23,3284.0,3403.0,27.0,40.5,2.8
12,5,24/12/2010,24,3034.0,3076.0,23.33,55.0,0.0
12,6,25/12/2010,1,2825.0,2838.0,23.0,69.0,5.6
12,6,25/12/2010,2,2702.0,2714.0,22.5,73.5,4.65
12,6,25/12/2010,3,2635.0,2648.0,21.33,81.0,6.17
12,6,25/12/2010,4,2617.0,2639.0,22.0,83.0,6.5
12,6,25/12/2010,5,2637.0,2684.0,22.0,83.0,9.3
12,6,25/12/2010,6,2732.0,2829.0,21.33,78.67,8.07
12,6,25/12/2010,7,2929.0,3071.0,21.0,68.5,8.35
12,6,25/12/2010,8,3168.0,3330.0,21.0,68.0,7.4
12,6,25/12/2010,9,3360.0,3564.0,18.0,75.0,0.0
12,6,25/12/2010,10,3445.0,3672.0,23.5,53.5,5.6
12,6,25/12/2010,11,3464.0,3691.0,24.5,48.5,7.4
12,6,25/12/2010,12,3471.0,3654.0,26.33,35.0,7.43
12,6,25/12/2010,13,3403.0,3573.0,27.0,56.0,13.0
12,6,25/12/2010,14,3289.0,3511.0,27.0,57.5,17.6
12,6,25/12/2010,15,3207.0,3482.0,27.0,49.0,15.43
12,6,25/12/2010,16,3208.0,3497.0,27.0,54.0,16.7
12,6,25/12/2010,17,3463.0,3790.0,26.0,61.0,16.7
12,6,25/12/2010,18,3624.0,3924.0,25.67,56.33,15.43
12,6,25/12/2010,19,3624.0,3766.0,24.5,63.0,13.0
12,6,25/12/2010,20,3593.0,3618.0,24.0,69.0,12.05
12,6,25/12/2010,21,3535.0,3554.0,23.33,73.0,8.03
12,6,25/12/2010,22,3418.0,3467.0,23.0,78.0,9.3
12,6,25/12/2010,23,3198.0,3284.0,23.0,75.5,7.45
12,6,25/12/2010,24,2975.0,3034.0,22.33,73.67,4.97
12,7,26/12/2010,1,2811.0,2825.0,26.0,39.0,0.0
12,7,26/12/2010,2,2722.0,2702.0,25.0,42.5,3.7
12,7,26/12/2010,3,2657.0,2635.0,23.0,43.5,2.8
12,7,26/12/2010,4,2650.0,2617.0,25.0,37.5,7.4
12,7,26/12/2010,5,2699.0,2637.0,24.0,38.0,0.0
12,7,26/12/2010,6,2791.0,2732.0,21.0,47.0,0.0
12,7,26/12/2010,7,2977.0,2929.0,23.5,37.0,2.8
12,7,26/12/2010,8,3208.0,3168.0,23.5,39.5,0.0
12,7,26/12/2010,9,3475.0,3360.0,22.0,46.5,0.0
12,7,26/12/2010,10,3659.0,3445.0,27.5,27.0,0.0
12,7,26/12/2010,11,3727.0,3464.0,30.0,20.0,9.3
12,7,26/12/2010,12,3743.0,3471.0,33.0,13.0,8.35
12,7,26/12/2010,13,3754.0,3403.0,35.0,14.0,9.3
12,7,26/12/2010,14,3727.0,3289.0,32.5,26.5,17.6
12,7,26/12/2010,15,3724.0,3207.0,33.67,24.33,12.97
12,7,26/12/2010,16,3789.0,3208.0,33.0,29.0,16.65
12,7,26/12/2010,17,4119.0,3463.0,33.0,26.0,18.5
12,7,26/12/2010,18,4305.0,3624.0,31.67,25.67,9.87
12,7,26/12/2010,19,4277.0,3624.0,30.0,31.0,13.0
12,7,26/12/2010,20,4141.0,3593.0,28.5,40.0,5.55
12,7,26/12/2010,21,3959.0,3535.0,28.0,38.33,0.0
12,7,26/12/2010,22,3680.0,3418.0,28.0,40.5,0.0
12,7,26/12/2010,23,3371.0,3198.0,29.0,29.0,5.6
12,7,26/12/2010,24,3095.0,2975.0,24.5,48.5,0.0
12,1,27/12/2010,1,2905.0,2811.0,26.0,83.0,11.1
12,1,27/12/2010,2,2799.0,2722.0,26.0,86.0,12.05
12,1,27/12/2010,3,2758.0,2657.0,25.67,84.0,8.03
12,1,27/12/2010,4,2768.0,2650.0,25.5,80.5,2.8
12,1,27/12/2010,5,2823.0,2699.0,25.0,78.0,0.0
12,1,27/12/2010,6,2997.0,2791.0,24.0,81.0,0.0
12,1,27/12/2010,7,3266.0,2977.0,25.0,83.0,6.5
12,1,27/12/2010,8,3509.0,3208.0,25.0,89.0,7.4
12,1,27/12/2010,9,3702.0,3475.0,25.5,83.0,3.7
12,1,27/12/2010,10,3882.0,3659.0,27.5,66.0,5.6
12,1,27/12/2010,11,3997.0,3727.0,29.5,66.0,9.3
12,1,27/12/2010,12,4064.0,3743.0,29.0,73.0,12.97
12,1,27/12/2010,13,4052.0,3754.0,29.0,76.5,15.75
12,1,27/12/2010,14,4012.0,3727.0,29.0,70.0,18.5
12,1,27/12/2010,15,3980.0,3724.0,29.67,60.67,17.27
12,1,27/12/2010,16,3987.0,3789.0,28.0,74.0,24.1
12,1,27/12/2010,17,4316.0,4119.0,28.5,74.5,20.35
12,1,27/12/2010,18,4547.0,4305.0,28.33,62.0,16.67
12,1,27/12/2010,19,4489.0,4277.0,27.5,72.0,13.9
12,1,27/12/2010,20,4330.0,4141.0,27.0,70.0,9.25
12,1,27/12/2010,21,4127.0,3959.0,26.67,74.0,4.97
12,1,27/12/2010,22,3846.0,3680.0,27.0,74.0,7.4
12,1,27/12/2010,23,3514.0,3371.0,26.5,81.0,9.3
12,1,27/12/2010,24,3236.0,3095.0,26.0,80.33,7.43
12,2,28/12/2010,1,3051.0,2905.0,29.0,74.0,14.8
12,2,28/12/2010,2,2960.0,2799.0,28.5,79.0,15.75
12,2,28/12/2010,3,2917.0,2758.0,27.5,80.5,5.55
12,2,28/12/2010,4,2927.0,2768.0,28.0,79.0,7.4
12,2,28/12/2010,5,3012.0,2823.0,28.0,79.0,0.0
12,2,28/12/2010,6,3234.0,2997.0,27.67,78.67,0.0
12,2,28/12/2010,7,3559.0,3266.0,28.0,79.0,0.0
12,2,28/12/2010,8,3784.0,3509.0,28.5,76.5,0.0
12,2,28/12/2010,9,3915.0,3702.0,29.33,67.67,4.33
12,2,28/12/2010,10,3985.0,3882.0,31.0,66.0,5.6
12,2,28/12/2010,11,4005.0,3997.0,31.0,70.0,13.0
12,2,28/12/2010,12,3986.0,4064.0,31.33,65.33,16.07
12,2,28/12/2010,13,3929.0,4052.0,31.0,75.0,19.45
12,2,28/12/2010,14,3859.0,4012.0,31.0,72.5,12.95
12,2,28/12/2010,15,3818.0,3980.0,31.0,75.0,25.9
12,2,28/12/2010,16,3831.0,3987.0,31.0,70.0,24.1
12,2,28/12/2010,17,4146.0,4316.0,30.0,76.5,25.95
12,2,28/12/2010,18,4457.0,4547.0,30.33,70.0,20.37
12,2,28/12/2010,19,4431.0,4489.0,29.0,81.5,18.55
12,2,28/12/2010,20,4308.0,4330.0,28.5,86.5,16.65
12,2,28/12/2010,21,4126.0,4127.0,28.0,86.67,11.1
12,2,28/12/2010,22,3853.0,3846.0,28.0,94.0,12.05
12,2,28/12/2010,23,3521.0,3514.0,28.0,89.0,12.05
12,2,28/12/2010,24,3231.0,3236.0,27.67,85.0,8.67
12,3,29/12/2010,1,3016.0,3051.0,29.0,74.0,9.3
12,3,29/12/2010,2,2903.0,2960.0,29.0,74.0,11.1
12,3,29/12/2010,3,2850.0,2917.0,29.0,73.0,9.87
12,3,29/12/2010,4,2833.0,2927.0,29.0,74.0,11.15
